region_idx,region_name,network,accuracy,precision,recall,f1_score,n_positive_samples,n_total_samples
0,RH_VisCent_ExStr_1,VisCent,0.9989608990147784,1.0,0.8794642857142857,0.9358669833729216,224,25984
1,RH_VisCent_ExStr_2,VisCent,0.998114224137931,1.0,0.78125,0.8771929824561403,224,25984
2,RH_VisCent_Striate_1,VisCent,0.9957666256157636,0.9318181818181818,0.5491071428571429,0.6910112359550562,224,25984
3,RH_VisCent_ExStr_3,VisCent,0.9960360221674877,0.9689922480620154,0.5580357142857143,0.7082152974504249,224,25984
4,RH_VisCent_ExStr_4,VisCent,0.9986145320197044,1.0,0.8392857142857143,0.912621359223301,224,25984
5,RH_VisCent_ExStr_5,VisCent,0.9989608990147784,1.0,0.8794642857142857,0.9358669833729216,224,25984
6,RH_VisPeri_ExStrInf_1,VisPeri,0.9983451354679803,1.0,0.8080357142857143,0.8938271604938272,224,25984
7,RH_VisPeri_ExStrInf_2,VisPeri,0.997806342364532,0.9883040935672515,0.7544642857142857,0.8556962025316456,224,25984
8,RH_VisPeri_StriCal_1,VisPeri,0.9989608990147784,1.0,0.8794642857142857,0.9358669833729216,224,25984
9,RH_VisPeri_ExStrSup_1,VisPeri,0.9986145320197044,0.9947368421052631,0.84375,0.9130434782608695,224,25984
10,RH_VisPeri_ExStrSup_2,VisPeri,0.9987299876847291,1.0,0.8526785714285714,0.9204819277108434,224,25984
11,RH_VisPeri_ExStrSup_3,VisPeri,0.9982681650246306,1.0,0.7991071428571429,0.8883374689826302,224,25984
12,RH_SomMotA_1,SomMotA,0.9975369458128078,0.9819277108433735,0.7276785714285714,0.8358974358974359,224,25984
13,RH_SomMotA_2,SomMotA,0.9974599753694581,0.99375,0.7098214285714286,0.828125,224,25984
14,RH_SomMotA_3,SomMotA,0.9967672413793104,0.9794520547945206,0.6383928571428571,0.772972972972973,224,25984
15,RH_SomMotA_4,SomMotA,0.9977678571428571,0.9940476190476191,0.7455357142857143,0.8520408163265306,224,25984
16,RH_SomMotA_5,SomMotA,0.9968057266009852,0.9862068965517241,0.6383928571428571,0.7750677506775068,224,25984
17,RH_SomMotA_6,SomMotA,0.998114224137931,1.0,0.78125,0.8771929824561403,224,25984
18,RH_SomMotA_7,SomMotA,0.9967672413793104,1.0,0.625,0.7692307692307693,224,25984
19,RH_SomMotA_8,SomMotA,0.9957666256157636,0.9191176470588235,0.5580357142857143,0.6944444444444444,224,25984
20,RH_SomMotA_9,SomMotA,0.9966133004926109,0.9722222222222222,0.625,0.7608695652173914,224,25984
21,RH_SomMotA_10,SomMotA,0.9977678571428571,1.0,0.7410714285714286,0.8512820512820513,224,25984
22,RH_SomMotA_11,SomMotA,0.9965748152709359,0.9299363057324841,0.6517857142857143,0.7664041994750657,224,25984
23,RH_SomMotB_Aud_1,SomMotB,0.9979987684729064,1.0,0.7678571428571429,0.8686868686868687,224,25984
24,RH_SomMotB_Aud_2,SomMotB,0.9975369458128078,1.0,0.7142857142857143,0.8333333333333334,224,25984
25,RH_SomMotB_S2_1,SomMotB,0.9973445197044335,0.9936305732484076,0.6964285714285714,0.8188976377952756,224,25984
26,RH_SomMotB_S2_2,SomMotB,0.9976524014778325,0.9939393939393939,0.7321428571428571,0.8431876606683805,224,25984
27,RH_SomMotB_S2_3,SomMotB,0.998114224137931,0.9943502824858758,0.7857142857142857,0.8778054862842892,224,25984
28,RH_SomMotB_S2_4,SomMotB,0.9985375615763546,1.0,0.8303571428571429,0.9073170731707317,224,25984
29,RH_SomMotB_Cent_1,SomMotB,0.9960745073891626,0.9841269841269841,0.5535714285714286,0.7085714285714285,224,25984
30,RH_DorsAttnA_TempOcc_1,DorsAttnA,0.997806342364532,0.9664804469273743,0.7723214285714286,0.858560794044665,224,25984
31,RH_DorsAttnA_ParOcc_1,DorsAttnA,0.9954202586206896,0.9069767441860465,0.5223214285714286,0.6628895184135978,224,25984
32,RH_DorsAttnA_SPL_1,DorsAttnA,0.9976908866995073,0.9606741573033708,0.7633928571428571,0.8507462686567164,224,25984
33,RH_DorsAttnA_SPL_2,DorsAttnA,0.9978833128078818,1.0,0.7544642857142857,0.8600508905852418,224,25984
34,RH_DorsAttnA_SPL_3,DorsAttnA,0.9981527093596059,1.0,0.7857142857142857,0.88,224,25984
35,RH_DorsAttnA_SPL_4,DorsAttnA,0.9984605911330049,0.9893617021276596,0.8303571428571429,0.9029126213592233,224,25984
36,RH_DorsAttnB_PostC_1,DorsAttnB,0.9983451354679803,0.994535519125683,0.8125,0.8943488943488943,224,25984
37,RH_DorsAttnB_PostC_2,DorsAttnB,0.9977293719211823,0.9824561403508771,0.75,0.850632911392405,224,25984
38,RH_DorsAttnB_PostC_3,DorsAttnB,0.9979217980295566,1.0,0.7589285714285714,0.8629441624365483,224,25984
39,RH_DorsAttnB_PostC_4,DorsAttnB,0.9978448275862069,0.9883720930232558,0.7589285714285714,0.8585858585858586,224,25984
40,RH_DorsAttnB_FEF_1,DorsAttnB,0.9946505541871922,0.7972027972027972,0.5089285714285714,0.6212534059945504,224,25984
41,RH_SalVentAttnA_ParOper_1,SalVentAttnA,0.9989993842364532,1.0,0.8839285714285714,0.9383886255924171,224,25984
42,RH_SalVentAttnA_PrC_1,SalVentAttnA,0.9951508620689655,0.9224137931034483,0.47767857142857145,0.6294117647058823,224,25984
43,RH_SalVentAttnA_Ins_1,SalVentAttnA,0.9942272167487685,0.9512195121951219,0.3482142857142857,0.5098039215686274,224,25984
44,RH_SalVentAttnA_Ins_2,SalVentAttnA,0.9972675492610837,0.9872611464968153,0.6919642857142857,0.8136482939632546,224,25984
45,RH_SalVentAttnA_FrOper_1,SalVentAttnA,0.9989993842364532,1.0,0.8839285714285714,0.9383886255924171,224,25984
46,RH_SalVentAttnA_FrMed_1,SalVentAttnA,0.997806342364532,1.0,0.7455357142857143,0.8542199488491049,224,25984
47,RH_SalVentAttnA_ParMed_1,SalVentAttnA,0.9945735837438424,0.8952380952380953,0.41964285714285715,0.5714285714285714,224,25984
48,RH_SalVentAttnA_ParMed_2,SalVentAttnA,0.9966133004926109,0.9594594594594594,0.6339285714285714,0.7634408602150538,224,25984
49,RH_SalVentAttnA_FrMed_2,SalVentAttnA,0.9965748152709359,0.9470198675496688,0.6383928571428571,0.7626666666666667,224,25984
50,RH_SalVentAttnB_IPL_1,SalVentAttnB,0.9973060344827587,0.9583333333333334,0.71875,0.8214285714285714,224,25984
51,RH_SalVentAttnB_PFClv_1,SalVentAttnB,0.9973445197044335,0.9532163742690059,0.7276785714285714,0.8253164556962025,224,25984
52,RH_SalVentAttnB_PFCl_1,SalVentAttnB,0.9965363300492611,0.9407894736842105,0.6383928571428571,0.7606382978723404,224,25984
53,RH_SalVentAttnB_Ins_1,SalVentAttnB,0.9944966133004927,0.9090909090909091,0.4017857142857143,0.5572755417956656,224,25984
54,RH_SalVentAttnB_Ins_2,SalVentAttnB,0.9977678571428571,0.9940476190476191,0.7455357142857143,0.8520408163265306,224,25984
55,RH_SalVentAttnB_PFCmp_1,SalVentAttnB,0.9974599753694581,1.0,0.7053571428571429,0.8272251308900523,224,25984
56,RH_LimbicB_OFC_1,LimbicB,0.9946120689655172,0.9565217391304348,0.39285714285714285,0.5569620253164557,224,25984
57,RH_LimbicB_OFC_2,LimbicB,0.9956896551724138,0.9745762711864406,0.5133928571428571,0.672514619883041,224,25984
58,RH_LimbicB_OFC_3,LimbicB,0.9981527093596059,0.9943820224719101,0.7901785714285714,0.8805970149253731,224,25984
59,RH_LimbicB_OFC_4,LimbicB,0.9955741995073891,0.9291338582677166,0.5267857142857143,0.6723646723646723,224,25984
60,RH_LimbicA_TempPole_1,LimbicA,0.994381157635468,0.9239130434782609,0.3794642857142857,0.5379746835443038,224,25984
61,RH_LimbicA_TempPole_2,LimbicA,0.9929572044334976,0.7530864197530864,0.27232142857142855,0.4,224,25984
62,RH_LimbicA_TempPole_3,LimbicA,0.9932650862068966,0.810126582278481,0.2857142857142857,0.42244224422442245,224,25984
63,RH_LimbicA_TempPole_4,LimbicA,0.9957666256157636,0.9453125,0.5401785714285714,0.6875,224,25984
64,RH_ContA_IPS_1,ContA,0.9986915024630542,1.0,0.8482142857142857,0.9178743961352657,224,25984
65,RH_ContA_IPS_2,ContA,0.9989608990147784,1.0,0.8794642857142857,0.9358669833729216,224,25984
66,RH_ContA_PFCd_1,ContA,0.9956511699507389,0.8675496688741722,0.5848214285714286,0.6986666666666667,224,25984
67,RH_ContA_PFCl_1,ContA,0.9978833128078818,1.0,0.7544642857142857,0.8600508905852418,224,25984
68,RH_ContA_PFCl_2,ContA,0.9954202586206896,0.8431372549019608,0.5758928571428571,0.6843501326259946,224,25984
69,RH_ContA_Cingm_1,ContA,0.9910714285714286,0.375,0.05357142857142857,0.09375,224,25984
70,RH_ContB_Temp_1,ContB,0.9978448275862069,0.9827586206896551,0.7633928571428571,0.8592964824120602,224,25984
71,RH_ContB_Temp_2,ContB,0.9949199507389163,0.8432835820895522,0.5044642857142857,0.6312849162011173,224,25984
72,RH_ContB_IPL_1,ContB,0.9982681650246306,0.994475138121547,0.8035714285714286,0.8888888888888888,224,25984
73,RH_ContB_IPL_2,ContB,0.9983451354679803,1.0,0.8080357142857143,0.8938271604938272,224,25984
74,RH_ContB_PFCld_1,ContB,0.9960360221674877,0.9172413793103448,0.59375,0.7208672086720868,224,25984
75,RH_ContB_PFCld_2,ContB,0.9981911945812808,0.994413407821229,0.7946428571428571,0.8833746898263027,224,25984
76,RH_ContB_PFClv_1,ContB,0.9963823891625616,0.9452054794520548,0.6160714285714286,0.745945945945946,224,25984
77,RH_ContB_PFClv_2,ContB,0.9953432881773399,0.9557522123893806,0.48214285714285715,0.6409495548961425,224,25984
78,RH_ContB_PFCmp_1,ContB,0.9973445197044335,0.9874213836477987,0.7008928571428571,0.8198433420365535,224,25984
79,RH_ContB_PFCld_3,ContB,0.9979602832512315,1.0,0.7633928571428571,0.8658227848101265,224,25984
