region_idx,region_name,network,hemisphere,recall,n_samples
88,RH_DefaultA_PFCm_3,DefaultA,R,0.9821428571428571,224
89,RH_DefaultB_Temp_1,DefaultB,R,0.9821428571428571,224
90,RH_DefaultB_AntTemp_1,DefaultB,R,0.9330357142857143,224
91,RH_DefaultB_PFCd_1,DefaultB,R,0.9598214285714286,224
92,RH_DefaultB_PFCv_1,DefaultB,R,0.9776785714285714,224
93,RH_DefaultC_IPL_1,DefaultC,R,0.9508928571428571,224
94,RH_DefaultC_Rsp_1,DefaultC,R,0.9866071428571429,224
95,RH_DefaultC_PHC_1,DefaultC,R,0.9598214285714286,224
96,RH_TempPar_1,TempPar,R,0.9419642857142857,224
97,RH_TempPar_2,TempPar,R,0.9330357142857143,224
98,RH_TempPar_3,TempPar,R,0.9330357142857143,224
99,RH_TempPar_4,TempPar,R,0.9508928571428571,224
100,aHIP-rh,Subcortical,R,0.9419642857142857,224
101,pHIP-rh,Subcortical,R,0.8080357142857143,224
102,lAMY-rh,Subcortical,R,0.8169642857142857,224
103,mAMY-rh,Subcortical,R,0.8973214285714286,224
104,THA-DP-rh,Subcortical,R,0.6964285714285714,224
105,THA-VP-rh,Subcortical,R,0.7767857142857143,224
106,THA-VA-rh,Subcortical,R,0.8705357142857143,224
107,THA-DA-rh,Subcortical,R,0.8526785714285714,224
108,NAc-shell-rh,Subcortical,R,0.7991071428571429,224
109,NAc-core-rh,Subcortical,R,0.8973214285714286,224
110,pGP-rh,Subcortical,R,0.4375,224
111,aGP-rh,Subcortical,R,0.44642857142857145,224
112,aPUT-rh,Subcortical,R,0.9821428571428571,224
113,pPUT-rh,Subcortical,R,0.9419642857142857,224
114,aCAU-rh,Subcortical,R,0.9330357142857143,224
115,pCAU-rh,Subcortical,R,0.9330357142857143,224
