network,accuracy,error_rate,n_samples
Pallidum,0.7287946428571429,0.2712053571428571,896
Amygdala,0.8582589285714286,0.1417410714285714,896
Hippocampus,0.8627232142857143,0.1372767857142857,896
Thal_post,0.8805803571428571,0.1194196428571429,896
Accumbens,0.9118303571428571,0.0881696428571429,896
Thal_ant,0.9274553571428571,0.0725446428571429,896
Caudate,0.9464285714285714,0.0535714285714286,896
Putamen,0.9486607142857143,0.0513392857142857,896
