region_index,error_rate_rest,error_rate_task,error_increase
26,0.0,0.6,0.6
17,0.0,0.5,0.5
84,0.0,0.5,0.5
40,0.0,0.5,0.5
98,0.0,0.5,0.5
131,0.0,0.5,0.5
115,0.0,0.5,0.5
107,0.0,0.5,0.5
179,0.0,0.5,0.5
56,0.0,0.4,0.4
91,0.0,0.4,0.4
94,0.0,0.4,0.4
90,0.0,0.4,0.4
13,0.0,0.4,0.4
229,0.0,0.4,0.4
204,0.0,0.4,0.4
119,0.0,0.4,0.4
174,0.0,0.4,0.4
184,0.0,0.4,0.4
159,0.0,0.4,0.4
42,0.0,0.4,0.4
8,0.0,0.4,0.4
2,0.0,0.4,0.4
7,0.0,0.4,0.4
226,0.0,0.4,0.4
103,0.0,0.30000000000000004,0.30000000000000004
63,0.0,0.30000000000000004,0.30000000000000004
61,0.0,0.30000000000000004,0.30000000000000004
3,0.0,0.30000000000000004,0.30000000000000004
58,0.0,0.30000000000000004,0.30000000000000004
79,0.0,0.30000000000000004,0.30000000000000004
75,0.0,0.30000000000000004,0.30000000000000004
31,0.0,0.30000000000000004,0.30000000000000004
27,0.0,0.30000000000000004,0.30000000000000004
25,0.0,0.30000000000000004,0.30000000000000004
14,0.0,0.30000000000000004,0.30000000000000004
41,0.0,0.30000000000000004,0.30000000000000004
73,0.0,0.30000000000000004,0.30000000000000004
101,0.0,0.30000000000000004,0.30000000000000004
100,0.0,0.30000000000000004,0.30000000000000004
109,0.0,0.30000000000000004,0.30000000000000004
149,0.0,0.30000000000000004,0.30000000000000004
163,0.0,0.30000000000000004,0.30000000000000004
147,0.0,0.30000000000000004,0.30000000000000004
160,0.0,0.30000000000000004,0.30000000000000004
158,0.0,0.30000000000000004,0.30000000000000004
198,0.0,0.30000000000000004,0.30000000000000004
182,0.0,0.30000000000000004,0.30000000000000004
209,0.0,0.30000000000000004,0.30000000000000004
211,0.0,0.30000000000000004,0.30000000000000004
221,0.0,0.30000000000000004,0.30000000000000004
220,0.0,0.30000000000000004,0.30000000000000004
214,0.0,0.30000000000000004,0.30000000000000004
199,0.0,0.30000000000000004,0.30000000000000004
231,0.0,0.30000000000000004,0.30000000000000004
161,0.0,0.30000000000000004,0.30000000000000004
128,0.0,0.30000000000000004,0.30000000000000004
123,0.0,0.30000000000000004,0.30000000000000004
116,0.0,0.30000000000000004,0.30000000000000004
125,0.0,0.30000000000000004,0.30000000000000004
153,0.0,0.30000000000000004,0.30000000000000004
96,0.0,0.30000000000000004,0.30000000000000004
9,0.0,0.30000000000000004,0.30000000000000004
228,0.0,0.30000000000000004,0.30000000000000004
187,0.0,0.19999999999999996,0.19999999999999996
177,0.0,0.19999999999999996,0.19999999999999996
196,0.0,0.19999999999999996,0.19999999999999996
166,0.0,0.19999999999999996,0.19999999999999996
139,0.0,0.19999999999999996,0.19999999999999996
142,0.0,0.19999999999999996,0.19999999999999996
146,0.0,0.19999999999999996,0.19999999999999996
170,0.0,0.19999999999999996,0.19999999999999996
95,0.0,0.19999999999999996,0.19999999999999996
97,0.0,0.19999999999999996,0.19999999999999996
80,0.0,0.19999999999999996,0.19999999999999996
92,0.0,0.19999999999999996,0.19999999999999996
71,0.0,0.19999999999999996,0.19999999999999996
65,0.0,0.19999999999999996,0.19999999999999996
85,0.0,0.19999999999999996,0.19999999999999996
45,0.0,0.19999999999999996,0.19999999999999996
54,0.0,0.19999999999999996,0.19999999999999996
66,0.0,0.19999999999999996,0.19999999999999996
70,0.0,0.19999999999999996,0.19999999999999996
68,0.0,0.19999999999999996,0.19999999999999996
47,0.0,0.19999999999999996,0.19999999999999996
50,0.0,0.19999999999999996,0.19999999999999996
49,0.0,0.19999999999999996,0.19999999999999996
48,0.0,0.19999999999999996,0.19999999999999996
10,0.0,0.19999999999999996,0.19999999999999996
87,0.0,0.19999999999999996,0.19999999999999996
200,0.0,0.19999999999999996,0.19999999999999996
