data_type,strategy,n_regions,cv_accuracy,cv_balanced_accuracy,cv_top5_accuracy,cv_f1_score,best_C,solver,task_accuracy,rest_train_accuracy,accuracy_drop,accuracy_drop_pct,gap_absolute,gap_relative_pct,chance_level,cv_above_chance,task_above_chance,retention_rate,reorganization_rate
full,multinomial,232,0.9241263854679804,0.9241263854679802,0.9833358990147784,,0.1211036275354115,lbfgs,0.8923922413793104,0.990205511083744,0.0317341440886699,3.433961478396665,0.0317341440886699,3.433961478396665,0.004310344827586207,0.9198160406403942,0.8880818965517242,96.54994665383569,3.45005334616431
full,ovr,232,0.931707974137931,0.931707974137931,0.9837207512315272,,0.5097584006216225,saga,0.8963362068965517,0.9856450123152708,0.0353717672413793,3.796443544889408,0.0353717672413793,3.796443544889408,0.004310344827586207,0.9273976293103449,0.8920258620689655,96.18591140159766,3.8140885984023356
full,ovo,232,0.8687846366995073,0.8687846366995075,0.9615725061576356,,9.600341441672176,lbfgs,0.8304956896551724,1.0,0.0382889470443349,4.4071850982303005,0.0382889470443349,4.4071850982303005,0.004310344827586207,0.8644742918719212,0.8261853448275862,95.57084028937118,4.429159710628824
left,multinomial,116,0.918180418719212,0.918180418719212,0.9826816502463054,0.9189565749505898,0.2463768595899746,saga,0.8693103448275862,0.9773322044334976,0.0488700738916256,5.322491407494348,0.0488700738916256,5.322491407494348,0.008620689655172414,0.9095597290640396,0.8606896551724138,94.6270627062706,5.372937293729393
left,ovr,116,0.9226447044334976,0.9226447044334976,0.9837207512315272,0.9227752976528024,0.2463768595899746,saga,0.8756896551724138,0.9655172413793104,0.0469550492610837,5.089179944940351,0.0469550492610837,5.089179944940351,0.008620689655172414,0.9140240147783252,0.8670689655172414,94.86282105263159,5.137178947368412
left,ovo,116,0.8814270320197044,0.8814270320197043,0.9702509236453202,0.8832264668709718,7.687405824506018,lbfgs,0.8358620689655173,1.0,0.0455649630541871,5.169453783347151,0.0455649630541871,5.169453783347151,0.008620689655172414,0.872806342364532,0.8272413793103449,94.77948763172981,5.220512368270192
right,multinomial,116,0.9135621921182266,0.9135621921182264,0.9820658866995072,0.914946866110722,0.2993509795709992,lbfgs,0.8630603448275862,0.9773706896551724,0.0505018472906404,5.528014154520184,0.0505018472906404,5.528014154520184,0.008620689655172414,0.9049415024630543,0.8544396551724138,94.41932465765076,5.580675342349238
right,ovr,116,0.9208358990147784,0.9208358990147782,0.9828355911330048,0.920991504605874,0.1440391093220847,saga,0.8710344827586207,0.9616687192118226,0.0498014162561576,5.408283529067581,0.0498014162561576,5.408283529067581,0.008620689655172414,0.912215209359606,0.8624137931034483,94.54060667426064,5.459393325739356
right,ovo,116,0.8752693965517241,0.8752693965517241,0.9674799876847292,0.8779794889771153,1.6839123065172783,saga,0.8235775862068966,0.999692118226601,0.0516918103448275,5.905817174515226,0.0516918103448275,5.905817174515226,0.008620689655172414,0.8666487068965517,0.8149568965517242,94.03543674230652,5.964563257693484
