fold,train_accuracy,val_accuracy,n_train_subjects,n_val_subjects,n_train_samples,n_val_samples
1,0.8999363573246933,0.7440804597701149,149,75,34568,17400
2,0.9022506364267531,0.7302298850574712,149,75,34568,17400
3,0.9008908045977011,0.7403308480894688,150,74,34800,17168
