region,error_rate
RH_ContB_PFCmp_1,0.1651785714285714
RH_ContB_PFCld_3,0.1607142857142857
RH_ContC_pCun_1,0.09375
RH_ContC_pCun_2,0.2276785714285714
RH_ContC_Cingp_1,0.0535714285714286
RH_DefaultA_IPL_1,0.2544642857142857
RH_DefaultA_PFCd_1,0.2589285714285714
RH_DefaultA_pCunPCC_1,0.0357142857142857
RH_DefaultA_PFCm_1,0.1383928571428571
RH_DefaultA_PFCm_2,0.7321428571428572
RH_DefaultA_PFCm_3,0.0758928571428571
RH_DefaultB_Temp_1,0.2321428571428571
RH_DefaultB_AntTemp_1,0.2276785714285714
RH_DefaultB_PFCd_1,0.1919642857142857
RH_DefaultB_PFCv_1,0.1383928571428571
RH_DefaultC_IPL_1,0.3169642857142857
RH_DefaultC_Rsp_1,0.0982142857142857
RH_DefaultC_PHC_1,0.1607142857142857
RH_TempPar_1,0.2767857142857143
RH_TempPar_2,0.4241071428571429
RH_TempPar_3,0.3794642857142857
RH_TempPar_4,0.3526785714285714
aHIP-rh,0.4598214285714286
pHIP-rh,0.4732142857142857
lAMY-rh,0.6785714285714286
mAMY-rh,0.4330357142857143
THA-DP-rh,0.4553571428571429
THA-VP-rh,0.4776785714285714
THA-VA-rh,0.3258928571428571
THA-DA-rh,0.3526785714285714
NAc-shell-rh,0.5892857142857143
NAc-core-rh,0.5089285714285714
pGP-rh,0.6919642857142857
aGP-rh,0.7321428571428572
aPUT-rh,0.3258928571428571
pPUT-rh,0.3258928571428571
aCAU-rh,0.4330357142857143
pCAU-rh,0.3928571428571429
aHIP-lh,0.4732142857142857
pHIP-lh,0.5357142857142857
lAMY-lh,0.5892857142857143
mAMY-lh,0.4732142857142857
THA-DP-lh,0.5223214285714286
THA-VP-lh,0.4598214285714286
THA-VA-lh,0.2723214285714286
THA-DA-lh,0.34375
NAc-shell-lh,0.5357142857142857
NAc-core-lh,0.4598214285714286
pGP-lh,0.6741071428571428
aGP-lh,0.78125
aPUT-lh,0.3392857142857143
pPUT-lh,0.3035714285714286
aCAU-lh,0.3214285714285714
pCAU-lh,0.4151785714285714
