group1_name,group2_name,n1,n2,mean1,mean2,std1,std2,median1,median2,min1,min2,max1,max2,mean_diff,median_diff,pct_change,cohens_d,effect_interpretation,t_statistic,t_pvalue,welch_t,welch_p,mann_whitney_u,mann_whitney_p,levene_statistic,levene_p,significant_005,significant_001,significant_0001,ci95_lower1,ci95_upper1,ci95_lower2,ci95_upper2,comparison,condition
N7,N17,8,18,0.03722935990222784,0.06138872466932674,0.01413092723538278,0.0256862007739052,0.0343267374517374,0.06433221726190474,0.0141369047619047,0.0297619047619047,0.058673469387755,0.1104910714285714,0.0241593647670989,0.030005479810167345,64.89331224212958,1.053813441535953,large,-2.4800378317283975,0.020545777299454376,-3.0778163094362117,0.005392026664000427,32.5,0.030232022912147136,3.565680666130471,0.0711321084711977,True,False,False,0.025415609091420738,0.04904311071303494,0.048615277534699707,0.07416217180395376,Cortical N7 vs N17,Rest
N7,N17,8,18,0.08108581665337175,0.12647797598571586,0.02297391116294855,0.036756025488827844,0.07665962837837831,0.1258333333333333,0.0429166666666667,0.0715624999999999,0.1125,0.1941666666666667,0.04539215933234411,0.04917370495495499,55.9803936197473,1.3618917110172493,large,-3.2050672660971786,0.0037938491245067983,-3.8222902043515767,0.0010019866904406535,21.5,0.0054572211509659905,2.6955107707719836,0.11367191193499909,True,True,False,0.06187914626948439,0.10029248703725911,0.10819963452941471,0.144756317442017,Cortical N7 vs N17,Task
Tian I,Tian II,8,16,0.13392857142857142,0.2314453125,0.09449676766399552,0.1158873275276226,0.10379464285714285,0.2109375,0.0502232142857143,0.1071428571428571,0.34375,0.5089285714285714,0.09751674107142858,0.10714285714285715,72.8125,0.8902769085118483,large,-2.056006451130494,0.05183772167836539,-2.2051710467134,0.041500179693210994,23.0,0.010744135390790393,0.3978710847381244,0.534689248133048,False,False,False,0.05492729663508919,0.21292984622205366,0.1696933146012911,0.2931973103987089,Subcortical Tian I vs II,Rest
Tian I,Tian II,8,16,0.24421874999999996,0.3709375,0.13214395812765284,0.13641198322239387,0.21187499999999995,0.3325,0.1149999999999999,0.2125,0.5525,0.745,0.12671875000000002,0.12062500000000007,51.887396033269376,0.9381806379748168,large,-2.1666353755330214,0.041366206151045234,-2.1907509014515782,0.04523361426947625,19.0,0.006417502158031471,0.13516626092922868,0.7166477988749813,True,False,False,0.13374363633832165,0.35469386366167827,0.2982486850879456,0.44362631491205434,Subcortical Tian I vs II,Task
