mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__solver,param_classifier__max_iter,param_classifier__C,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score,outer_fold
376.2218994299571,38.83468469466021,0.1246641476949056,0.08084829129508032,lbfgs,100,0.03,"{'classifier__solver': 'lbfgs', 'classifier__max_iter': 100, 'classifier__C': 0.03}",0.8930172413793104,0.8969827586206897,0.901917663617171,0.8973058878723904,0.0036407589307752195,9,0.976314872866597,0.9770114942528736,0.9762068965517241,0.9765110878903981,0.0003565759543657292,1
542.5924216906229,15.718689871328708,0.0478369394938151,0.005000880342428382,saga,100,0.03,"{'classifier__solver': 'saga', 'classifier__max_iter': 100, 'classifier__C': 0.03}",0.8932758620689655,0.8983620689655173,0.9033251231527094,0.8983210180623974,0.004102696346290472,6,0.976924416579589,0.9770114942528736,0.9766810344827587,0.9768723151050738,0.00013984953259627822,1
342.07838249206543,14.631621720833186,0.15591009457906088,0.08706563810431127,lbfgs,300,0.1,"{'classifier__solver': 'lbfgs', 'classifier__max_iter': 300, 'classifier__C': 0.1}",0.8981896551724138,0.9038793103448276,0.9069317382125264,0.9030002345765893,0.003622667950998172,1,0.9943834900731452,0.9941222570532915,0.9950431034482758,0.9945162835249043,0.00038748341591305057,1
771.5703017711639,124.53769947632836,0.04536906878153483,0.01606862372617065,saga,500,0.03,"{'classifier__solver': 'saga', 'classifier__max_iter': 500, 'classifier__C': 0.03}",0.8930172413793104,0.8975,0.9018296973961999,0.8974489795918368,0.0035978509857913705,7,0.9768373389063044,0.9772727272727273,0.976551724137931,0.9768872634389876,0.0002964576690628195,1
716.6219755808512,105.36074598033949,0.07847881317138672,0.05457010822756578,saga,300,0.03,"{'classifier__solver': 'saga', 'classifier__max_iter': 300, 'classifier__C': 0.03}",0.8930172413793104,0.8975,0.9018296973961999,0.8974489795918368,0.0035978509857913705,7,0.9768373389063044,0.9772727272727273,0.976551724137931,0.9768872634389876,0.0002964576690628195,1
370.523161649704,90.37682914335396,0.06813812255859375,0.027431220690062534,saga,100,0.3,"{'classifier__solver': 'saga', 'classifier__max_iter': 100, 'classifier__C': 0.3}",0.8987931034482759,0.9029310344827586,0.9057002111189303,0.9024747830166548,0.0028382104859393915,3,0.9983455242075931,0.9983455242075931,0.9983620689655173,0.9983510391269013,7.799273680823215e-06,1
94.30449032783508,16.225194093427294,0.0773172378540039,0.020629792273786418,lbfgs,500,0.3,"{'classifier__solver': 'lbfgs', 'classifier__max_iter': 500, 'classifier__C': 0.3}",0.8966379310344827,0.9013793103448275,0.9026213933849402,0.9002128782547502,0.0025782265597896455,4,0.9989550679205852,0.9986067572274469,0.9988362068965517,0.9987993440148614,0.0001445665677661387,1
732.5937681992849,47.774075905897,0.031222979227701824,0.004023066090797049,saga,300,0.3,"{'classifier__solver': 'saga', 'classifier__max_iter': 300, 'classifier__C': 0.3}",0.8951724137931034,0.9008620689655172,0.9027973258268824,0.8996106028618344,0.0032361959599935047,5,0.9990421455938697,0.9986502960640892,0.9988362068965517,0.9988428828515036,0.00016004153581325692,1
729.4917857646942,62.02825498276961,0.036252895991007485,0.00745225542275267,saga,500,0.1,"{'classifier__solver': 'saga', 'classifier__max_iter': 500, 'classifier__C': 0.1}",0.898448275862069,0.9032758620689655,0.9066678395496129,0.9027973258268824,0.0033726403607695836,2,0.9939916405433646,0.9939481017067224,0.9946120689655172,0.9941839370718681,0.0003032563232028142,1
190.12703824043274,24.07769518035661,0.0775294303894043,0.024089453523019964,lbfgs,300,0.03,"{'classifier__solver': 'lbfgs', 'classifier__max_iter': 300, 'classifier__C': 0.03}",0.8930172413793104,0.8969827586206897,0.901917663617171,0.8973058878723904,0.0036407589307752195,9,0.976314872866597,0.9770114942528736,0.9762068965517241,0.9765110878903981,0.0003565759543657292,1
456.72145613034564,27.228963016148235,0.07479381561279297,0.0026383538498300175,lbfgs,100,0.03,"{'classifier__solver': 'lbfgs', 'classifier__max_iter': 100, 'classifier__C': 0.03}",0.8951724137931034,0.9000862068965517,0.9071076706544687,0.9007887637813746,0.004897807585644896,9,0.9784918146987113,0.9785788923719958,0.9780172413793103,0.9783626494833392,0.0002468139637361675,2
582.9766431649526,38.375141068117394,0.03480339050292969,0.0007623114832710245,saga,100,0.03,"{'classifier__solver': 'saga', 'classifier__max_iter': 100, 'classifier__C': 0.03}",0.896551724137931,0.9011206896551724,0.9086030964109781,0.9020918367346938,0.004967644539312322,6,0.9781435040055729,0.978448275862069,0.9783189655172414,0.9783035817949611,0.0001248971985578706,2
334.2515182495117,28.96493289005136,0.10814380645751953,0.012448218832026816,lbfgs,300,0.1,"{'classifier__solver': 'lbfgs', 'classifier__max_iter': 300, 'classifier__C': 0.1}",0.900603448275862,0.903448275862069,0.9115939479239972,0.9052152240206427,0.004657563739068601,4,0.9954284221525601,0.9944270289097875,0.9953879310344828,0.99508112736561,0.0004628127591823235,2
821.125325123469,89.34188616007197,0.05486893653869629,0.011037567553020548,saga,500,0.03,"{'classifier__solver': 'saga', 'classifier__max_iter': 500, 'classifier__C': 0.03}",0.8958620689655172,0.8999137931034483,0.9076354679802956,0.9011371100164203,0.0048836877659182,7,0.9781870428422152,0.9786224312086381,0.9781896551724137,0.9783330430744224,0.00020463109121200148,2
730.9607001940409,46.07305891644989,0.049920241038004555,0.006854275834933689,saga,300,0.03,"{'classifier__solver': 'saga', 'classifier__max_iter': 300, 'classifier__C': 0.03}",0.8958620689655172,0.8999137931034483,0.9076354679802956,0.9011371100164203,0.0048836877659182,7,0.9781870428422152,0.9786224312086381,0.9781896551724137,0.9783330430744224,0.00020463109121200148,2
300.0506446361542,39.646548333936366,0.05548199017842611,0.01519059317424074,saga,100,0.3,"{'classifier__solver': 'saga', 'classifier__max_iter': 100, 'classifier__C': 0.3}",0.9007758620689655,0.9064655172413794,0.9122976776917664,0.9065130190007037,0.004703881455727717,1,0.9986502960640892,0.9979101358411703,0.9982758620689656,0.998278764658075,0.00030217611604878243,2
