region_index,error_rate_rest,error_rate_task,error_increase
211,0.4866071428571429,0.825,0.33839285714285705
227,0.5133928571428572,0.78,0.2666071428571428
167,0.0892857142857143,0.33999999999999997,0.25071428571428567
142,0.2232142857142857,0.47,0.24678571428571427
181,0.0357142857142857,0.255,0.2192857142857143
63,0.0714285714285714,0.275,0.20357142857142863
61,0.09375,0.29500000000000004,0.20125000000000004
65,0.1160714285714286,0.31499999999999995,0.19892857142857134
196,0.1116071428571429,0.30500000000000005,0.19339285714285714
229,0.0625,0.255,0.1925
206,0.0848214285714286,0.27,0.18517857142857141
208,0.2008928571428571,0.385,0.1841071428571429
213,0.0625,0.245,0.1825
84,0.0982142857142857,0.28,0.18178571428571433
222,0.0803571428571429,0.26,0.1796428571428571
226,0.4464285714285714,0.625,0.1785714285714286
200,0.0892857142857143,0.265,0.1757142857142857
204,0.2410714285714286,0.41500000000000004,0.17392857142857143
201,0.1919642857142857,0.365,0.1730357142857143
216,0.1026785714285714,0.275,0.17232142857142863
217,0.2142857142857143,0.38,0.1657142857142857
98,0.125,0.29000000000000004,0.16500000000000004
126,0.0714285714285714,0.235,0.1635714285714286
169,0.0625,0.21999999999999997,0.15749999999999997
231,0.0580357142857143,0.21499999999999997,0.15696428571428567
221,0.1741071428571429,0.32999999999999996,0.15589285714285706
190,0.0714285714285714,0.22499999999999998,0.15357142857142858
161,0.2232142857142857,0.375,0.1517857142857143
82,0.044642857142857095,0.19499999999999995,0.15035714285714286
202,0.3303571428571429,0.48,0.14964285714285708
42,0.0758928571428571,0.21999999999999997,0.14410714285714288
70,0.1473214285714286,0.29000000000000004,0.14267857142857143
135,0.0625,0.20499999999999996,0.14249999999999996
20,0.0535714285714286,0.19499999999999995,0.14142857142857135
48,0.0669642857142857,0.20499999999999996,0.13803571428571426
203,0.1696428571428571,0.30500000000000005,0.13535714285714295
140,0.1116071428571429,0.245,0.1333928571428571
101,0.044642857142857095,0.17500000000000004,0.13035714285714295
144,0.0848214285714286,0.21499999999999997,0.13017857142857137
212,0.0401785714285714,0.17000000000000004,0.12982142857142864
228,0.0357142857142857,0.16500000000000004,0.12928571428571434
125,0.049107142857142905,0.17500000000000004,0.12589285714285714
22,0.0803571428571429,0.20499999999999996,0.12464285714285706
134,0.0758928571428571,0.19999999999999996,0.12410714285714286
179,0.0714285714285714,0.19499999999999995,0.12357142857142855
24,0.125,0.245,0.12
14,0.0401785714285714,0.16000000000000003,0.11982142857142863
174,0.1473214285714286,0.265,0.11767857142857141
99,0.2276785714285714,0.345,0.11732142857142858
184,0.1339285714285714,0.25,0.1160714285714286
127,0.044642857142857095,0.16000000000000003,0.11535714285714294
215,0.0758928571428571,0.18999999999999995,0.11410714285714285
210,0.4866071428571429,0.6,0.11339285714285707
33,0.1071428571428571,0.21999999999999997,0.11285714285714288
145,0.013392857142857095,0.125,0.1116071428571429
186,0.03125,0.14,0.10875000000000001
147,0.1383928571428571,0.245,0.1066071428571429
182,0.004464285714285698,0.10999999999999999,0.10553571428571429
136,0.044642857142857095,0.15000000000000002,0.10535714285714293
77,0.0267857142857143,0.13,0.1032142857142857
197,0.1428571428571429,0.245,0.10214285714285709
71,0.017857142857142905,0.12,0.10214285714285709
109,0.049107142857142905,0.15000000000000002,0.10089285714285712
170,0.0892857142857143,0.18999999999999995,0.10071428571428565
75,0.0892857142857143,0.18999999999999995,0.10071428571428565
151,0.0848214285714286,0.18500000000000005,0.10017857142857145
219,0.1651785714285714,0.265,0.09982142857142862
7,0.0401785714285714,0.14,0.09982142857142862
55,0.3169642857142857,0.41500000000000004,0.09803571428571434
143,0.2276785714285714,0.32499999999999996,0.09732142857142856
78,0.0535714285714286,0.15000000000000002,0.09642857142857142
207,0.0848214285714286,0.18000000000000005,0.09517857142857145
218,0.2053571428571429,0.30000000000000004,0.09464285714285714
92,0.2008928571428571,0.29500000000000004,0.09410714285714294
85,0.0758928571428571,0.17000000000000004,0.09410714285714294
224,0.1964285714285714,0.29000000000000004,0.09357142857142864
205,0.1919642857142857,0.28500000000000003,0.09303571428571433
94,0.0625,0.15500000000000003,0.09250000000000003
47,0.1026785714285714,0.19499999999999995,0.09232142857142855
166,0.1383928571428571,0.22999999999999998,0.09160714285714289
230,0.0535714285714286,0.14500000000000002,0.09142857142857141
189,0.0803571428571429,0.17000000000000004,0.08964285714285714
21,0.0267857142857143,0.11499999999999999,0.08821428571428569
62,0.0669642857142857,0.15500000000000003,0.08803571428571433
23,0.022321428571428603,0.10999999999999999,0.08767857142857138
198,0.1339285714285714,0.21999999999999997,0.08607142857142858
8,0.1651785714285714,0.25,0.0848214285714286
50,0.2455357142857143,0.32999999999999996,0.08446428571428566
41,0.0758928571428571,0.16000000000000003,0.08410714285714294
123,0.0625,0.14500000000000002,0.08250000000000002
40,0.0982142857142857,0.18000000000000005,0.08178571428571435
107,0.0535714285714286,0.135,0.0814285714285714
223,0.09375,0.17500000000000004,0.08125000000000004
185,0.008928571428571397,0.08999999999999997,0.08107142857142857
180,0.004464285714285698,0.08499999999999996,0.08053571428571427
12,0.0580357142857143,0.135,0.07696428571428571
188,0.008928571428571397,0.08499999999999996,0.07607142857142857
214,0.0803571428571429,0.15500000000000003,0.07464285714285712
93,0.0758928571428571,0.15000000000000002,0.07410714285714293
106,0.017857142857142905,0.08999999999999997,0.07214285714285706
225,0.1428571428571429,0.21499999999999997,0.07214285714285706
172,0.0580357142857143,0.13,0.0719642857142857
76,0.013392857142857095,0.08499999999999996,0.07160714285714287
128,0.049107142857142905,0.12,0.07089285714285709
46,0.0892857142857143,0.16000000000000003,0.07071428571428573
163,0.1160714285714286,0.18500000000000005,0.06892857142857145
72,0.0267857142857143,0.09499999999999997,0.06821428571428567
52,0.15625,0.21999999999999997,0.06374999999999997
124,0.1071428571428571,0.17000000000000004,0.06285714285714294
0,0.0580357142857143,0.12,0.061964285714285694
155,0.0580357142857143,0.12,0.061964285714285694
74,0.0401785714285714,0.09999999999999998,0.05982142857142858
86,0.1205357142857143,0.18000000000000005,0.05946428571428575
111,0.0357142857142857,0.09499999999999997,0.059285714285714275
38,0.0758928571428571,0.135,0.059107142857142914
25,0.0714285714285714,0.13,0.05857142857142861
103,0.0669642857142857,0.125,0.0580357142857143
154,0.0580357142857143,0.11499999999999999,0.05696428571428569
192,0.0535714285714286,0.10999999999999999,0.056428571428571384
18,0.008928571428571397,0.06499999999999995,0.05607142857142855
146,0.049107142857142905,0.10499999999999998,0.05589285714285708
3,0.044642857142857095,0.09999999999999998,0.05535714285714288
121,0.017857142857142905,0.06999999999999995,0.052142857142857046
132,0.0580357142857143,0.10999999999999999,0.051964285714285685
165,0.0535714285714286,0.10499999999999998,0.05142857142857138
27,0.09375,0.14500000000000002,0.05125000000000002
2,0.0267857142857143,0.07499999999999996,0.048214285714285654
1,0.022321428571428603,0.06999999999999995,0.04767857142857135
159,0.1473214285714286,0.19499999999999995,0.04767857142857135
60,0.1026785714285714,0.15000000000000002,0.047321428571428625
133,0.0580357142857143,0.10499999999999998,0.04696428571428568
53,0.2232142857142857,0.27,0.04678571428571432
209,0.1696428571428571,0.21499999999999997,0.045357142857142874
160,0.1696428571428571,0.21499999999999997,0.045357142857142874
152,0.0848214285714286,0.13,0.0451785714285714
104,0.0357142857142857,0.07999999999999996,0.04428571428571426
162,0.28125,0.32499999999999996,0.043749999999999956
