mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__solver,param_classifier__max_iter,param_classifier__C,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score,outer_fold
2475.2254127661386,35.490816496130805,0.5451726913452148,0.215787941313126,lbfgs,300,0.01,"{'classifier__solver': 'lbfgs', 'classifier__max_iter': 300, 'classifier__C': 0.01}",0.8861350574712644,0.8857758620689655,0.8899035651665692,0.8872714949022663,0.0018669227338820647,12,0.9467907852796291,0.9463199072732541,0.946875,0.9466618975176276,0.0002442553653001263,1
1401.9412491321564,92.9436609127197,0.8834228515625,0.2239279325837486,lbfgs,300,1.0,"{'classifier__solver': 'lbfgs', 'classifier__max_iter': 300, 'classifier__C': 1.0}",0.9043821839080459,0.9064655172413794,0.9088983050847458,0.9065820020780571,0.0018455377099987418,9,0.9997464503042597,0.9998188930744711,0.9996048850574712,0.999723409478734,8.887450915282784e-05,1
2479.472526550293,25.75143644707743,0.5262039502461752,0.11145543104632578,lbfgs,100,0.01,"{'classifier__solver': 'lbfgs', 'classifier__max_iter': 100, 'classifier__C': 0.01}",0.8861350574712644,0.8857758620689655,0.8899035651665692,0.8872714949022663,0.0018669227338820647,12,0.9467907852796291,0.9463199072732541,0.946875,0.9466618975176276,0.0002442553653001263,1
1476.846165339152,43.118122234305254,0.8337896664937338,0.28807926728427463,lbfgs,300,0.3,"{'classifier__solver': 'lbfgs', 'classifier__max_iter': 300, 'classifier__C': 0.3}",0.9086925287356322,0.9107758620689655,0.9121858562244302,0.9105514156763426,0.0014349486340095713,3,0.9985511445957693,0.997826716893654,0.9980962643678161,0.9981580419524131,0.00029895509848694923,1
371.6227975686391,3.329952942837924,1.0691804885864258,0.18042349179203285,lbfgs,100,0.0001,"{'classifier__solver': 'lbfgs', 'classifier__max_iter': 100, 'classifier__C': 0.0001}",0.4057471264367816,0.40632183908045977,0.4178842781998831,0.40998441457237483,0.005590972345702909,17,0.4303824978267169,0.4224137931034483,0.4254310344827586,0.4260757751376412,0.003284999403927367,1
2239.736591657003,70.80859088121959,0.7701974709828695,0.10458024686419642,lbfgs,100,0.03,"{'classifier__solver': 'lbfgs', 'classifier__max_iter': 100, 'classifier__C': 0.03}",0.9058908045977011,0.9065373563218391,0.9088983050847458,0.9071088220014286,0.0012925928882431316,6,0.9768545349174153,0.9764560996812518,0.9767241379310345,0.9766782575099006,0.00016586423994084472,1
1529.3010490735371,13.807961411601294,0.8423552513122559,0.0828535128084508,lbfgs,300,0.1,"{'classifier__solver': 'lbfgs', 'classifier__max_iter': 300, 'classifier__C': 0.1}",0.9114942528735632,0.9130028735632184,0.9140122735242548,0.9128364666536788,0.0010346901127017854,1,0.9939872500724428,0.9942045783830774,0.9933189655172414,0.9938369313242538,0.00037685039611352195,1
1466.576827287674,51.12079927630321,0.7891138394673666,0.17019249234298114,lbfgs,500,0.3,"{'classifier__solver': 'lbfgs', 'classifier__max_iter': 500, 'classifier__C': 0.3}",0.9086925287356322,0.9107758620689655,0.9121858562244302,0.9105514156763426,0.0014349486340095713,3,0.9985511445957693,0.997826716893654,0.9980962643678161,0.9981580419524131,0.00029895509848694923,1
2483.130392630895,24.896543157933138,0.4636172453562419,0.09152730977714914,lbfgs,1000,0.01,"{'classifier__solver': 'lbfgs', 'classifier__max_iter': 1000, 'classifier__C': 0.01}",0.8861350574712644,0.8857758620689655,0.8899035651665692,0.8872714949022663,0.0018669227338820647,12,0.9467907852796291,0.9463199072732541,0.946875,0.9466618975176276,0.0002442553653001263,1
2221.022255420685,114.43526095865568,0.8173822561899821,0.20639757876040746,lbfgs,300,0.03,"{'classifier__solver': 'lbfgs', 'classifier__max_iter': 300, 'classifier__C': 0.03}",0.9058908045977011,0.9065373563218391,0.9088983050847458,0.9071088220014286,0.0012925928882431316,6,0.9768545349174153,0.9764560996812518,0.9767241379310345,0.9766782575099006,0.00016586423994084472,1
2176.2413789431253,110.81348424437351,0.6524732112884521,0.1921837137893264,lbfgs,1000,0.03,"{'classifier__solver': 'lbfgs', 'classifier__max_iter': 1000, 'classifier__C': 0.03}",0.9058908045977011,0.9065373563218391,0.9088983050847458,0.9071088220014286,0.0012925928882431316,6,0.9768545349174153,0.9764560996812518,0.9767241379310345,0.9766782575099006,0.00016586423994084472,1
377.8042151927948,5.0144073669294835,0.840925931930542,0.08028923003846387,lbfgs,300,0.0001,"{'classifier__solver': 'lbfgs', 'classifier__max_iter': 300, 'classifier__C': 0.0001}",0.4057471264367816,0.40632183908045977,0.4178842781998831,0.40998441457237483,0.005590972345702909,17,0.4303824978267169,0.4224137931034483,0.4254310344827586,0.4260757751376412,0.003284999403927367,1
676.8690805435181,16.37729851700659,0.775698184967041,0.04555773650513179,lbfgs,100,0.0003,"{'classifier__solver': 'lbfgs', 'classifier__max_iter': 100, 'classifier__C': 0.0003}",0.5594109195402299,0.5607040229885057,0.5751022793687902,0.5650724072991752,0.0071118108069893994,15,0.5942842654303101,0.5861344537815126,0.5890445402298851,0.5898210864805692,0.003372153173399995,1
