region_index,region_name,misclassification_rate,n_samples
13,LH_SomMotA_2,0.19999999999999996,10
69,LH_ContB_PFClv_1,0.19999999999999996,10
80,LH_DefaultA_PFCm_2,0.19999999999999996,10
79,LH_DefaultA_PFCm_1,0.19999999999999996,10
30,LH_DorsAttnA_ParOcc_1,0.19999999999999996,10
72,LH_ContC_pCun_2,0.19999999999999996,10
77,LH_DefaultA_pCunPCC_2,0.19999999999999996,10
28,LH_DorsAttnA_TempOcc_1,0.19999999999999996,10
19,LH_SomMotA_8,0.19999999999999996,10
26,LH_SomMotB_Cent_1,0.19999999999999996,10
44,LH_SalVentAttnA_FrMed_1,0.19999999999999996,10
25,LH_SomMotB_S2_3,0.19999999999999996,10
6,LH_VisPeri_ExStrInf_1,0.19999999999999996,10
64,LH_ContA_PFCl_3,0.19999999999999996,10
108,RH_VisPeri_StriCal_1,0.19999999999999996,10
105,RH_VisCent_ExStr_5,0.19999999999999996,10
63,LH_ContA_PFCl_2,0.19999999999999996,10
104,RH_VisCent_ExStr_4,0.19999999999999996,10
2,LH_VisCent_Striate_1,0.19999999999999996,10
102,RH_VisCent_Striate_1,0.19999999999999996,10
65,LH_ContA_Cingm_1,0.19999999999999996,10
172,RH_ContB_IPL_1,0.09999999999999998,10
197,RH_TempPar_2,0.09999999999999998,10
29,LH_DorsAttnA_TempOcc_2,0.09999999999999998,10
57,LH_ContA_IPS_1,0.09999999999999998,10
51,LH_LimbicB_OFC_2,0.09999999999999998,10
49,LH_SalVentAttnB_PFCmp_1,0.09999999999999998,10
58,LH_ContA_IPS_2,0.09999999999999998,10
48,LH_SalVentAttnB_Ins_1,0.09999999999999998,10
173,RH_ContB_IPL_2,0.09999999999999998,10
61,LH_ContA_PFClv_1,0.09999999999999998,10
47,LH_SalVentAttnB_PFCl_1,0.09999999999999998,10
46,LH_SalVentAttnB_IPL_1,0.09999999999999998,10
37,LH_DorsAttnB_PostC_4,0.09999999999999998,10
188,RH_DefaultA_PFCm_3,0.09999999999999998,10
39,LH_SalVentAttnA_ParOper_1,0.09999999999999998,10
179,RH_ContB_PFCld_3,0.09999999999999998,10
40,LH_SalVentAttnA_Ins_1,0.09999999999999998,10
75,LH_DefaultA_PFCd_1,0.09999999999999998,10
181,RH_ContC_pCun_2,0.09999999999999998,10
78,LH_DefaultA_pCunPCC_3,0.09999999999999998,10
139,RH_DorsAttnB_PostC_4,0.09999999999999998,10
17,LH_SomMotA_6,0.09999999999999998,10
110,RH_VisPeri_ExStrSup_2,0.09999999999999998,10
230,aCAU-lh,0.09999999999999998,10
123,RH_SomMotB_Aud_1,0.09999999999999998,10
124,RH_SomMotB_Aud_2,0.09999999999999998,10
101,RH_VisCent_ExStr_2,0.09999999999999998,10
100,RH_VisCent_ExStr_1,0.09999999999999998,10
97,LH_DefaultC_PHC_1,0.09999999999999998,10
129,RH_SomMotB_Cent_1,0.09999999999999998,10
3,LH_VisCent_ExStr_3,0.09999999999999998,10
4,LH_VisCent_ExStr_4,0.09999999999999998,10
133,RH_DorsAttnA_SPL_2,0.09999999999999998,10
95,LH_DefaultC_IPL_1,0.09999999999999998,10
135,RH_DorsAttnA_SPL_4,0.09999999999999998,10
9,LH_VisPeri_StriCal_1,0.09999999999999998,10
53,LH_LimbicA_TempPole_2,0.09999999999999998,10
90,LH_DefaultB_PFCd_4,0.09999999999999998,10
141,RH_SalVentAttnA_ParOper_1,0.09999999999999998,10
89,LH_DefaultB_PFCd_3,0.09999999999999998,10
144,RH_SalVentAttnA_Ins_2,0.09999999999999998,10
87,LH_DefaultB_PFCd_1,0.09999999999999998,10
84,LH_DefaultB_Temp_3,0.09999999999999998,10
11,LH_VisPeri_ExStrSup_2,0.09999999999999998,10
81,LH_DefaultA_PFCm_3,0.09999999999999998,10
153,RH_SalVentAttnB_Ins_1,0.09999999999999998,10
154,RH_SalVentAttnB_Ins_2,0.09999999999999998,10
14,LH_SomMotA_3,0.09999999999999998,10
160,RH_LimbicA_TempPole_1,0.09999999999999998,10
45,LH_SalVentAttnA_FrMed_2,0.0,10
10,LH_VisPeri_ExStrSup_1,0.0,10
52,LH_LimbicA_TempPole_1,0.0,10
23,LH_SomMotB_S2_2,0.0,10
68,LH_ContB_PFCl_1,0.0,10
195,RH_DefaultC_PHC_1,0.0,10
194,RH_DefaultC_Rsp_1,0.0,10
103,RH_VisCent_ExStr_3,0.0,10
130,RH_DorsAttnA_TempOcc_1,0.0,10
96,LH_DefaultC_Rsp_1,0.0,10
132,RH_DorsAttnA_SPL_1,0.0,10
94,LH_DefaultB_PFCv_4,0.0,10
91,LH_DefaultB_PFCv_1,0.0,10
145,RH_SalVentAttnA_FrOper_1,0.0,10
149,RH_SalVentAttnA_FrMed_2,0.0,10
82,LH_DefaultB_Temp_1,0.0,10
151,RH_SalVentAttnB_PFClv_1,0.0,10
158,RH_LimbicB_OFC_3,0.0,10
76,LH_DefaultA_pCunPCC_1,0.0,10
162,RH_LimbicA_TempPole_3,0.0,10
163,RH_LimbicA_TempPole_4,0.0,10
164,RH_ContA_IPS_1,0.0,10
74,LH_DefaultA_IPL_1,0.0,10
167,RH_ContA_PFCl_1,0.0,10
73,LH_ContC_Cingp_1,0.0,10
71,LH_ContC_pCun_1,0.0,10
175,RH_ContB_PFCld_2,0.0,10
176,RH_ContB_PFClv_1,0.0,10
178,RH_ContB_PFCmp_1,0.0,10
180,RH_ContC_pCun_1,0.0,10
182,RH_ContC_Cingp_1,0.0,10
66,LH_ContB_Temp_1,0.0,10
185,RH_DefaultA_pCunPCC_1,0.0,10
62,LH_ContA_PFCl_1,0.0,10
190,RH_DefaultB_AntTemp_1,0.0,10
192,RH_DefaultB_PFCv_1,0.0,10
0,LH_VisCent_ExStr_2,0.0,10
