region_i,region_j,network_i,network_j,rest,task,change,abs_change
LH_SalVentAttnA_Ins_1,LH_SomMotA_3,VentralAttention,Somatomotor,0.03023777511507535,0.05284142357019518,0.02260364845511983,0.02260364845511983
LH_LimbicA_TempPole_2,LH_VisPeri_ExStrInf_2,Limbic,Visual,-0.13447933958179809,-0.15707513436576512,-0.022595794783967033,0.022595794783967033
RH_DorsAttnA_SPL_1,RH_LimbicA_TempPole_3,DorsalAttention,Limbic,-0.013593868341164841,0.00900169310977123,0.022595561450936073,0.022595561450936073
LH_DefaultB_PFCv_4,LH_DorsAttnA_SPL_1,DefaultMode,DorsalAttention,-0.15107958580807296,-0.12848633215563146,0.022593253652441497,0.022593253652441497
LH_ContC_Cingp_1,RH_SomMotB_Cent_1,FrontoParietal,Somatomotor,-0.10245860028227637,-0.07987259282446965,0.022586007457806714,0.022586007457806714
RH_ContB_PFClv_1,RH_VisPeri_StriCal_1,FrontoParietal,Visual,-0.1915810798465875,-0.1690043784569433,0.02257670138964421,0.02257670138964421
LH_ContA_PFCl_1,LH_VisCent_ExStr_5,FrontoParietal,Visual,-0.14849928728843723,-0.12592786543847967,0.022571421849957557,0.022571421849957557
LH_LimbicB_OFC_2,RH_ContB_IPL_2,Limbic,FrontoParietal,-0.15198994301935517,-0.12941948337095666,0.022570459648398516,0.022570459648398516
LH_ContB_PFClv_2,LH_DefaultB_PFCv_3,FrontoParietal,DefaultMode,0.22542559255593547,0.20285636141869554,-0.022569231137239937,0.022569231137239937
LH_ContC_pCun_2,RH_ContB_IPL_2,FrontoParietal,FrontoParietal,0.0495185782873444,0.026950806862873117,-0.02256777142447128,0.02256777142447128
LH_DorsAttnA_TempOcc_1,RH_DefaultB_PFCd_1,DorsalAttention,DefaultMode,-0.30632901324988177,-0.28376534683265175,0.02256366641723001,0.02256366641723001
RH_LimbicB_OFC_4,RH_SalVentAttnB_PFCl_1,Limbic,VentralAttention,0.06892980067350613,0.04637183903753949,-0.022557961635966635,0.022557961635966635
LH_DorsAttnB_PostC_1,RH_SomMotB_S2_4,DorsalAttention,Somatomotor,0.23262046706841463,0.21006690632666905,-0.022553560741745582,0.022553560741745582
LH_SomMotA_5,LH_SomMotB_Aud_1,Somatomotor,Somatomotor,0.17381145637604897,0.19636144879042852,0.02254999241437955,0.02254999241437955
LH_SalVentAttnA_FrMed_2,RH_ContA_PFCl_2,VentralAttention,FrontoParietal,-0.10883401573362694,-0.13138176042081928,-0.02254774468719234,0.02254774468719234
LH_SomMotA_2,RH_SalVentAttnA_ParMed_1,Somatomotor,VentralAttention,0.1006285538596747,0.07810075131524713,-0.022527802544427572,0.022527802544427572
LH_SomMotA_1,RH_DefaultA_PFCd_1,Somatomotor,DefaultMode,-0.08459382512345857,-0.0620736377396826,0.022520187383775973,0.022520187383775973
LH_DefaultB_IPL_1,LH_SalVentAttnA_FrOper_1,DefaultMode,VentralAttention,-0.17890220872635204,-0.20142237559298784,-0.0225201668666358,0.0225201668666358
LH_ContA_PFCl_3,LH_ContB_PFCl_1,FrontoParietal,FrontoParietal,0.3956032716523658,0.4181220559401973,0.022518784287831495,0.022518784287831495
LH_DefaultB_PFCd_4,RH_SomMotA_5,DefaultMode,Somatomotor,-0.1036793593767049,-0.1261970942519389,-0.022517734875233994,0.022517734875233994
LH_ContA_IPS_1,LH_SalVentAttnB_Ins_1,FrontoParietal,VentralAttention,0.06287146567469276,0.08538580971186009,0.02251434403716733,0.02251434403716733
LH_DefaultB_PFCv_4,LH_VisPeri_ExStrSup_2,DefaultMode,Visual,-0.11763348273450189,-0.1401473685466753,-0.022513885812173423,0.022513885812173423
LH_VisPeri_ExStrSup_2,RH_VisCent_ExStr_1,Visual,Visual,0.5137293718848965,0.49121582876632625,-0.02251354311857029,0.02251354311857029
RH_DorsAttnB_PostC_2,RH_VisPeri_ExStrInf_1,DorsalAttention,Visual,-0.017523579418684137,-0.04003675943302096,-0.02251318001433682,0.02251318001433682
LH_ContA_IPS_3,LH_DefaultB_PFCv_2,FrontoParietal,DefaultMode,-0.03625054319534677,-0.05875201456850351,-0.022501471373156744,0.022501471373156744
LH_DefaultB_PFCv_1,RH_SalVentAttnB_PFCmp_1,DefaultMode,VentralAttention,0.28432475846011634,0.30682080869417167,0.02249605023405532,0.02249605023405532
LH_ContA_PFCl_1,RH_ContB_PFClv_2,FrontoParietal,FrontoParietal,0.03910813629353196,0.0615969419704218,0.022488805676889843,0.022488805676889843
RH_ContB_PFCld_3,RH_ContB_Temp_2,FrontoParietal,FrontoParietal,0.24382971316581098,0.2213424389713131,-0.02248727419449789,0.02248727419449789
