,DefaultMode,DorsalAttention,FrontoParietal,Limbic,Somatomotor,VentralAttention,Visual
DefaultMode,0.20855394597136162,-0.1693035647212364,0.020842977132604468,0.08996875265965876,-0.07622217191480848,-0.11008928491800578,-0.13585456883423552
DorsalAttention,-0.1693035647212364,0.3096031485998322,0.01089561614192475,-0.0684286413708963,0.09460209737352859,0.08566528069428862,0.10834034602929701
FrontoParietal,0.020842977132604468,0.010895616141924759,0.13648249352968578,-0.010098326691794871,-0.07239817353489685,0.012875049508529086,-0.10555310146139714
Limbic,0.08996875265965876,-0.06842864137089631,-0.010098326691794871,0.19106227103206155,-0.03397686364923592,-0.06026928120649038,-0.09092942113156968
Somatomotor,-0.07622217191480847,0.0946020973735286,-0.07239817353489685,-0.03397686364923592,0.3158658751091439,0.10789895125384656,0.010576567112278501
VentralAttention,-0.11008928491800578,0.08566528069428862,0.012875049508529083,-0.06026928120649038,0.1078989512538466,0.2929079577817138,0.0012785908642768094
Visual,-0.13585456883423552,0.10834034602929701,-0.10555310146139714,-0.09092942113156968,0.010576567112278501,0.001278590864276808,0.39013889218052117
