,Accumbens,Amygdala,Caudate,Hippocampus,Pallidum,Putamen,Thal_ant,Thal_post
Accumbens,0.41712905469162503,0.040866623282910436,0.20837017780621842,0.05306761738279227,0.06366659722866488,0.17774274372670262,0.09697595835178217,0.01817412980337798
Amygdala,0.04086662328291043,0.3862003576495115,-0.06108432327986761,0.23655547651813585,-0.010272000672217597,0.0194985658251261,-0.040731742368339874,0.05809543092859422
Caudate,0.20837017780621842,-0.061084323279867604,0.5570275838766945,-0.07991931476306172,0.08625602906804064,0.3128221636812918,0.20589002976472232,-0.011784365984053158
Hippocampus,0.05306761738279227,0.23655547651813583,-0.07991931476306172,0.41507967034513443,-0.04313204108530949,-0.06251810171567457,-0.0235144959100278,0.10159070548891797
Pallidum,0.06366659722866488,-0.010272000672217597,0.08625602906804064,-0.04313204108530949,0.19999482907755342,0.1419557022255714,0.10785732528588465,0.05173049056954506
Putamen,0.1777427437267026,0.019498565825126095,0.3128221636812919,-0.06251810171567457,0.1419557022255714,0.5697638921917539,0.1785677303618995,0.06046768489738387
Thal_ant,0.09697595835178219,-0.040731742368339874,0.20589002976472234,-0.0235144959100278,0.10785732528588465,0.1785677303618995,0.47886687279636714,0.1877669803342612
Thal_post,0.01817412980337798,0.05809543092859422,-0.01178436598405316,0.10159070548891797,0.05173049056954506,0.06046768489738386,0.1877669803342612,0.36699614075995707
