,Accumbens,Amygdala,Caudate,Hippocampus,Pallidum,Putamen,Thal_ant,Thal_post
Accumbens,0.3698198356802079,0.01332741446162999,0.1896268664747493,0.047080734344245354,0.018875017391457513,0.14418982028451605,0.08247036733476255,0.013732121500903052
Amygdala,0.013327414461629989,0.3412597670691548,-0.04909797704349801,0.1921523647053025,-0.012114462089412574,0.02515942641099698,-0.02569314744168118,0.051158544198745125
Caudate,0.1896268664747493,-0.04909797704349801,0.5030830445665851,-0.04964872118697476,0.02264110875130934,0.23117539780668253,0.16203122549980625,-0.009733994788711826
Hippocampus,0.047080734344245354,0.19215236470530248,-0.04964872118697477,0.34765258613725897,-0.026049733898968384,-0.013192579488572845,-0.014712871906680181,0.07166095210501518
Pallidum,0.018875017391457517,-0.012114462089412574,0.022641108751309345,-0.02604973389896838,0.09991531023093102,0.09133683554398216,0.05366287030298632,0.02799913098463151
Putamen,0.14418982028451605,0.025159426410996978,0.23117539780668253,-0.013192579488572847,0.09133683554398216,0.455741846353231,0.11158578503323449,0.08540262230390022
Thal_ant,0.08247036733476255,-0.02569314744168118,0.16203122549980625,-0.014712871906680181,0.05366287030298632,0.11158578503323449,0.37740580488606196,0.1540321446403704
Thal_post,0.013732121500903053,0.05115854419874513,-0.00973399478871183,0.07166095210501518,0.02799913098463151,0.08540262230390024,0.1540321446403704,0.3347896295901584
