,Accumbens,Amygdala,Caudate,Hippocampus,Pallidum,Putamen,Thal_ant,Thal_post
Accumbens,-0.047309219011417214,-0.027539208821280445,-0.018743311331469115,-0.005986883038546914,-0.04479157983720737,-0.03355292344218658,-0.01450559101701962,-0.004442008302474928
Amygdala,-0.02753920882128044,-0.044940590580356654,0.0119863462363696,-0.04440311181283335,-0.0018424614171949766,0.005660860585870883,0.015038594926658697,-0.006936886729849094
Caudate,-0.018743311331469115,0.011986346236369592,-0.05394453931010934,0.030270593576086947,-0.0636149203167313,-0.08164676587460926,-0.04385880426491606,0.002050371195341332
Hippocampus,-0.005986883038546914,-0.044403111812833324,0.030270593576086947,-0.06742708420787547,0.017082307186341107,0.04932552222710172,0.008801624003347617,-0.029929753383902774
Pallidum,-0.04479157983720737,-0.0018424614171949766,-0.0636149203167313,0.01708230718634111,-0.1000795188466224,-0.05061886668158927,-0.05419445498289834,-0.023731359584913556
Putamen,-0.03355292344218655,0.005660860585870887,-0.08164676587460937,0.04932552222710172,-0.050618866681589256,-0.11402204583852299,-0.066981945328665,0.024934937406516353
Thal_ant,-0.014505591017019634,0.015038594926658693,-0.04385880426491609,0.008801624003347618,-0.054194454982898335,-0.066981945328665,-0.10146106791030512,-0.0337348356938908
Thal_post,-0.004442008302474928,-0.006936886729849094,0.002050371195341334,-0.029929753383902788,-0.023731359584913556,0.02493493740651636,-0.0337348356938908,-0.03220651116979867
