,DefaultMode,DorsalAttention,FrontoParietal,Limbic,Somatomotor,VentralAttention,Visual
DefaultMode,0.20006984661552535,-0.1579596742611165,0.011433321013755552,0.08298053057736146,-0.07857848148523103,-0.10349030218306429,-0.10181245957855628
DorsalAttention,-0.1579596742611165,0.2839812671428339,0.014321245788639228,-0.066667627078744,0.09200249842781519,0.09974097826231129,0.10397182637887557
FrontoParietal,0.011433321013755552,0.014321245788639228,0.13310773835854722,-0.010411833738218511,-0.07746879895589999,-0.00013673210019776394,-0.08568368269216803
Limbic,0.08298053057736146,-0.066667627078744,-0.01041183373821851,0.1830730506142156,-0.035179880840077574,-0.06466049509583487,-0.07264328289206476
Somatomotor,-0.07857848148523103,0.09200249842781519,-0.07746879895589999,-0.035179880840077574,0.2592612834914389,0.10152395275101807,0.031613099196451826
VentralAttention,-0.10349030218306429,0.09974097826231129,-0.00013673210019776716,-0.06466049509583487,0.10152395275101807,0.2671503092697185,-0.0003862613099553017
Visual,-0.10181245957855627,0.10397182637887555,-0.08568368269216803,-0.07264328289206476,0.031613099196451826,-0.0003862613099553039,0.37765574606882135
