,Accumbens,Amygdala,Caudate,Hippocampus,Pallidum,Putamen,Thal_ant,Thal_post
Accumbens,0.3698198356802078,0.01332741446162999,0.1896268664747493,0.047080734344245354,0.018875017391457513,0.14418982028451605,0.08247036733476255,0.013732121500903052
Amygdala,0.01332741446162999,0.34125976706915484,-0.04909797704349801,0.1921523647053025,-0.012114462089412574,0.02515942641099698,-0.025693147441681177,0.051158544198745125
Caudate,0.1896268664747493,-0.04909797704349801,0.5030830445665851,-0.04964872118697477,0.022641108751309338,0.23117539780668253,0.16203122549980625,-0.009733994788711826
Hippocampus,0.047080734344245354,0.1921523647053025,-0.04964872118697477,0.34765258613725897,-0.026049733898968384,-0.013192579488572847,-0.014712871906680183,0.07166095210501519
Pallidum,0.018875017391457513,-0.012114462089412574,0.02264110875130934,-0.02604973389896838,0.09991531023093102,0.09133683554398214,0.05366287030298631,0.027999130984631505
Putamen,0.14418982028451605,0.02515942641099698,0.23117539780668253,-0.013192579488572847,0.09133683554398216,0.45574184635323095,0.11158578503323449,0.08540262230390022
Thal_ant,0.08247036733476255,-0.02569314744168118,0.16203122549980625,-0.014712871906680181,0.05366287030298632,0.11158578503323449,0.377405804886062,0.1540321446403704
Thal_post,0.013732121500903052,0.051158544198745125,-0.009733994788711826,0.07166095210501518,0.027999130984631505,0.08540262230390022,0.1540321446403704,0.3347896295901584
