,Accumbens,Amygdala,Caudate,Hippocampus,Pallidum,Putamen,Thal_ant,Thal_post
Accumbens,-0.04730921901141705,-0.027539208821280445,-0.018743311331469142,-0.005986883038546914,-0.04479157983720737,-0.03355292344218658,-0.01450559101701962,-0.004442008302474928
Amygdala,-0.027539208821280442,-0.04494059058035671,0.011986346236369592,-0.044403111812833324,-0.0018424614171949766,0.005660860585870887,0.015038594926658693,-0.006936886729849094
Caudate,-0.018743311331469115,0.0119863462363696,-0.05394453931010923,0.030270593576086954,-0.06361492031673129,-0.08164676587460931,-0.04385880426491609,0.002050371195341332
Hippocampus,-0.005986883038546914,-0.04440311181283338,0.030270593576086947,-0.06742708420787547,0.017082307186341107,0.04932552222710172,0.008801624003347618,-0.029929753383902802
Pallidum,-0.04479157983720737,-0.0018424614171949766,-0.0636149203167313,0.01708230718634111,-0.10007951884662238,-0.050618866681589256,-0.054194454982898335,-0.023731359584913545
Putamen,-0.03355292344218655,0.00566086058587088,-0.08164676587460931,0.04932552222710172,-0.050618866681589256,-0.11402204583852293,-0.066981945328665,0.02493493740651636
Thal_ant,-0.01450559101701962,0.0150385949266587,-0.04385880426491606,0.008801624003347625,-0.05419445498289835,-0.06698194532866497,-0.10146106791030529,-0.0337348356938908
Thal_post,-0.004442008302474926,-0.006936886729849087,0.0020503711953413287,-0.029929753383902802,-0.023731359584913552,0.024934937406516366,-0.0337348356938908,-0.03220651116979856
