Comparison,Group1_Mean,Group1_95CI,Group2_Mean,Group2_95CI,Cohens_d,Effect_Size
Low Demand vs Moderate Demand,0.023284773211610224,"[0.0187, 0.0289]",0.018643543956043965,"[-0.0004, 0.0320]",0.3697626611954938,Small
