region_i_idx,region_j_idx,region_i,region_j,network_i,network_j,hemisphere_i,hemisphere_j,asymmetry,i_to_j_rate,j_to_i_rate,asymmetry_ratio
114,144,RH_SomMotA_3,RH_SalVentAttnA_Ins_2,SomMotA,SalVentAttnA,right,right,0.008928571428571428,0.008928571428571428,0.0,inf
117,205,RH_SomMotA_6,THA-VP-rh,SomMotA,Thalamus_VP,right,right,0.008928571428571428,0.008928571428571428,0.0,inf
115,226,RH_SomMotA_4,pGP-lh,SomMotA,Pallidum_post,right,left,0.008928571428571428,0.008928571428571428,0.0,inf
123,143,RH_SomMotB_Aud_1,RH_SalVentAttnA_Ins_1,SomMotB,SalVentAttnA,right,right,0.008928571428571428,0.008928571428571428,0.0,inf
124,205,RH_SomMotB_Aud_2,THA-VP-rh,SomMotB,Thalamus_VP,right,right,0.008928571428571428,0.008928571428571428,0.0,inf
125,220,RH_SomMotB_S2_1,THA-DP-lh,SomMotB,Thalamus_DP,right,left,0.008928571428571428,0.008928571428571428,0.0,inf
116,202,RH_SomMotA_5,lAMY-rh,SomMotA,Amygdala_lat,right,right,0.008928571428571428,0.008928571428571428,0.0,inf
130,171,RH_DorsAttnA_TempOcc_1,RH_ContB_Temp_2,DorsAttnA,ContB,right,right,0.008928571428571428,0.008928571428571428,0.0,inf
131,187,RH_DorsAttnA_ParOcc_1,RH_DefaultA_PFCm_2,DorsAttnA,DefaultA,right,right,-0.008928571428571428,0.0,0.008928571428571428,0.0
131,210,RH_DorsAttnA_ParOcc_1,pGP-rh,DorsAttnA,Pallidum_post,right,right,0.008928571428571428,0.008928571428571428,0.0,inf
131,218,RH_DorsAttnA_ParOcc_1,lAMY-lh,DorsAttnA,Amygdala_lat,right,left,0.008928571428571428,0.013392857142857142,0.004464285714285714,3.0
132,193,RH_DorsAttnA_SPL_1,RH_DefaultC_IPL_1,DorsAttnA,DefaultC,right,right,0.008928571428571428,0.008928571428571428,0.0,inf
135,137,RH_DorsAttnA_SPL_4,RH_DorsAttnB_PostC_2,DorsAttnA,DorsAttnB,right,right,-0.008928571428571428,0.0,0.008928571428571428,0.0
140,142,RH_DorsAttnB_FEF_1,RH_SalVentAttnA_PrC_1,DorsAttnB,SalVentAttnA,right,right,-0.008928571428571428,0.0,0.008928571428571428,0.0
118,120,RH_SomMotA_7,RH_SomMotA_9,SomMotA,SomMotA,right,right,0.008928571428571428,0.008928571428571428,0.0,inf
142,144,RH_SalVentAttnA_PrC_1,RH_SalVentAttnA_Ins_2,SalVentAttnA,SalVentAttnA,right,right,-0.008928571428571428,0.0,0.008928571428571428,0.0
142,146,RH_SalVentAttnA_PrC_1,RH_SalVentAttnA_FrMed_1,SalVentAttnA,SalVentAttnA,right,right,0.008928571428571428,0.008928571428571428,0.0,inf
142,154,RH_SalVentAttnA_PrC_1,RH_SalVentAttnB_Ins_2,SalVentAttnA,SalVentAttnB,right,right,-0.008928571428571428,0.0,0.008928571428571428,0.0
142,197,RH_SalVentAttnA_PrC_1,RH_TempPar_2,SalVentAttnA,TempPar,right,right,0.008928571428571428,0.008928571428571428,0.0,inf
142,205,RH_SalVentAttnA_PrC_1,THA-VP-rh,SalVentAttnA,Thalamus_VP,right,right,0.008928571428571428,0.008928571428571428,0.0,inf
142,207,RH_SalVentAttnA_PrC_1,THA-DA-rh,SalVentAttnA,Thalamus_DA,right,right,-0.008928571428571428,0.0,0.008928571428571428,0.0
143,197,RH_SalVentAttnA_Ins_1,RH_TempPar_2,SalVentAttnA,TempPar,right,right,-0.008928571428571428,0.004464285714285714,0.013392857142857142,0.3333333333333333
143,220,RH_SalVentAttnA_Ins_1,THA-DP-lh,SalVentAttnA,Thalamus_DP,right,left,-0.008928571428571428,0.0,0.008928571428571428,0.0
147,199,RH_SalVentAttnA_ParMed_1,RH_TempPar_4,SalVentAttnA,TempPar,right,right,0.008928571428571428,0.008928571428571428,0.0,inf
147,227,RH_SalVentAttnA_ParMed_1,aGP-lh,SalVentAttnA,Pallidum_ant,right,left,0.008928571428571428,0.008928571428571428,0.0,inf
151,168,RH_SalVentAttnB_PFClv_1,RH_ContA_PFCl_2,SalVentAttnB,ContA,right,right,0.008928571428571428,0.008928571428571428,0.0,inf
151,171,RH_SalVentAttnB_PFClv_1,RH_ContB_Temp_2,SalVentAttnB,ContB,right,right,0.008928571428571428,0.008928571428571428,0.0,inf
153,177,RH_SalVentAttnB_Ins_1,RH_ContB_PFClv_2,SalVentAttnB,ContB,right,right,-0.008928571428571428,0.0,0.008928571428571428,0.0
153,211,RH_SalVentAttnB_Ins_1,aGP-rh,SalVentAttnB,Pallidum_ant,right,right,-0.008928571428571428,0.0,0.008928571428571428,0.0
153,227,RH_SalVentAttnB_Ins_1,aGP-lh,SalVentAttnB,Pallidum_ant,right,left,0.008928571428571428,0.017857142857142856,0.008928571428571428,2.0
128,227,RH_SomMotB_S2_4,aGP-lh,SomMotB,Pallidum_ant,right,left,0.008928571428571428,0.008928571428571428,0.0,inf
154,211,RH_SalVentAttnB_Ins_2,aGP-rh,SalVentAttnB,Pallidum_ant,right,right,0.008928571428571428,0.008928571428571428,0.0,inf
156,161,RH_LimbicB_OFC_1,RH_LimbicA_TempPole_2,LimbicB,LimbicA,right,right,0.008928571428571428,0.008928571428571428,0.0,inf
156,224,RH_LimbicB_OFC_1,NAc-shell-lh,LimbicB,Accumbens_shell,right,left,0.008928571428571428,0.008928571428571428,0.0,inf
156,217,RH_LimbicB_OFC_1,pHIP-lh,LimbicB,Hippocampus_post,right,left,0.008928571428571428,0.008928571428571428,0.0,inf
159,166,RH_LimbicB_OFC_4,RH_ContA_PFCd_1,LimbicB,ContA,right,right,-0.008928571428571428,0.0,0.008928571428571428,0.0
159,226,RH_LimbicB_OFC_4,pGP-lh,LimbicB,Pallidum_post,right,left,0.008928571428571428,0.008928571428571428,0.0,inf
160,161,RH_LimbicA_TempPole_1,RH_LimbicA_TempPole_2,LimbicA,LimbicA,right,right,-0.008928571428571428,0.0,0.008928571428571428,0.0
156,226,RH_LimbicB_OFC_1,pGP-lh,LimbicB,Pallidum_post,right,left,-0.008928571428571428,0.0,0.008928571428571428,0.0
160,216,RH_LimbicA_TempPole_1,aHIP-lh,LimbicA,Hippocampus_ant,right,left,-0.008928571428571428,0.0,0.008928571428571428,0.0
161,162,RH_LimbicA_TempPole_2,RH_LimbicA_TempPole_3,LimbicA,LimbicA,right,right,0.008928571428571428,0.008928571428571428,0.0,inf
161,176,RH_LimbicA_TempPole_2,RH_ContB_PFClv_1,LimbicA,ContB,right,right,0.008928571428571428,0.008928571428571428,0.0,inf
161,187,RH_LimbicA_TempPole_2,RH_DefaultA_PFCm_2,LimbicA,DefaultA,right,right,0.008928571428571428,0.013392857142857142,0.004464285714285714,3.0
161,211,RH_LimbicA_TempPole_2,aGP-rh,LimbicA,Pallidum_ant,right,right,-0.008928571428571428,0.0,0.008928571428571428,0.0
162,163,RH_LimbicA_TempPole_3,RH_LimbicA_TempPole_4,LimbicA,LimbicA,right,right,-0.008928571428571428,0.0,0.008928571428571428,0.0
162,203,RH_LimbicA_TempPole_3,mAMY-rh,LimbicA,Amygdala_med,right,right,-0.008928571428571428,0.0,0.008928571428571428,0.0
160,202,RH_LimbicA_TempPole_1,lAMY-rh,LimbicA,Amygdala_lat,right,right,0.008928571428571428,0.008928571428571428,0.0,inf
162,211,RH_LimbicA_TempPole_3,aGP-rh,LimbicA,Pallidum_ant,right,right,0.008928571428571428,0.013392857142857142,0.004464285714285714,3.0
162,220,RH_LimbicA_TempPole_3,THA-DP-lh,LimbicA,Thalamus_DP,right,left,-0.008928571428571428,0.0,0.008928571428571428,0.0
162,225,RH_LimbicA_TempPole_3,NAc-core-lh,LimbicA,Accumbens_core,right,left,-0.008928571428571428,0.0,0.008928571428571428,0.0
163,219,RH_LimbicA_TempPole_4,mAMY-lh,LimbicA,Amygdala_med,right,left,0.008928571428571428,0.008928571428571428,0.0,inf
164,183,RH_ContA_IPS_1,RH_DefaultA_IPL_1,ContA,DefaultA,right,right,0.008928571428571428,0.008928571428571428,0.0,inf
168,171,RH_ContA_PFCl_2,RH_ContB_Temp_2,ContA,ContB,right,right,0.008928571428571428,0.008928571428571428,0.0,inf
171,175,RH_ContB_Temp_2,RH_ContB_PFCld_2,ContB,ContB,right,right,-0.008928571428571428,0.0,0.008928571428571428,0.0
171,183,RH_ContB_Temp_2,RH_DefaultA_IPL_1,ContB,DefaultA,right,right,-0.008928571428571428,0.0,0.008928571428571428,0.0
172,193,RH_ContB_IPL_1,RH_DefaultC_IPL_1,ContB,DefaultC,right,right,0.008928571428571428,0.008928571428571428,0.0,inf
174,211,RH_ContB_PFCld_1,aGP-rh,ContB,Pallidum_ant,right,right,0.008928571428571428,0.013392857142857142,0.004464285714285714,3.0
177,184,RH_ContB_PFClv_2,RH_DefaultA_PFCd_1,ContB,DefaultA,right,right,-0.008928571428571428,0.0,0.008928571428571428,0.0
187,213,RH_DefaultA_PFCm_2,pPUT-rh,DefaultA,Putamen_post,right,right,-0.008928571428571428,0.0,0.008928571428571428,0.0
187,219,RH_DefaultA_PFCm_2,mAMY-lh,DefaultA,Amygdala_med,right,left,0.008928571428571428,0.008928571428571428,0.0,inf
40,211,LH_SalVentAttnA_Ins_1,aGP-rh,SalVentAttnA,Pallidum_ant,left,right,0.008928571428571428,0.008928571428571428,0.0,inf
40,227,LH_SalVentAttnA_Ins_1,aGP-lh,SalVentAttnA,Pallidum_ant,left,left,0.008928571428571428,0.013392857142857142,0.004464285714285714,3.0
140,151,RH_DorsAttnB_FEF_1,RH_SalVentAttnB_PFClv_1,DorsAttnB,SalVentAttnB,right,right,0.008928571428571428,0.008928571428571428,0.0,inf
40,228,LH_SalVentAttnA_Ins_1,aPUT-lh,SalVentAttnA,Putamen_ant,left,left,-0.008928571428571428,0.0,0.008928571428571428,0.0
41,144,LH_SalVentAttnA_FrOper_1,RH_SalVentAttnA_Ins_2,SalVentAttnA,SalVentAttnA,left,right,0.008928571428571428,0.008928571428571428,0.0,inf
42,227,LH_SalVentAttnA_FrOper_2,aGP-lh,SalVentAttnA,Pallidum_ant,left,left,0.008928571428571428,0.013392857142857142,0.004464285714285714,3.0
42,143,LH_SalVentAttnA_FrOper_2,RH_SalVentAttnA_Ins_1,SalVentAttnA,SalVentAttnA,left,right,0.008928571428571428,0.008928571428571428,0.0,inf
46,210,LH_SalVentAttnB_IPL_1,pGP-rh,SalVentAttnB,Pallidum_post,left,right,-0.008928571428571428,0.0,0.008928571428571428,0.0
47,223,LH_SalVentAttnB_PFCl_1,THA-DA-lh,SalVentAttnB,Thalamus_DA,left,left,-0.008928571428571428,0.0,0.008928571428571428,0.0
48,63,LH_SalVentAttnB_Ins_1,LH_ContA_PFCl_2,SalVentAttnB,ContA,left,left,0.008928571428571428,0.008928571428571428,0.0,inf
43,147,LH_SalVentAttnA_ParMed_1,RH_SalVentAttnA_ParMed_1,SalVentAttnA,SalVentAttnA,left,right,0.008928571428571428,0.008928571428571428,0.0,inf
50,54,LH_LimbicB_OFC_1,LH_LimbicA_TempPole_3,LimbicB,LimbicA,left,left,-0.008928571428571428,0.0,0.008928571428571428,0.0
50,64,LH_LimbicB_OFC_1,LH_ContA_PFCl_3,LimbicB,ContA,left,left,-0.008928571428571428,0.0,0.008928571428571428,0.0
50,92,LH_LimbicB_OFC_1,LH_DefaultB_PFCv_2,LimbicB,DefaultB,left,left,0.008928571428571428,0.013392857142857142,0.004464285714285714,3.0
50,93,LH_LimbicB_OFC_1,LH_DefaultB_PFCv_3,LimbicB,DefaultB,left,left,-0.008928571428571428,0.0,0.008928571428571428,0.0
50,157,LH_LimbicB_OFC_1,RH_LimbicB_OFC_2,LimbicB,LimbicB,left,right,-0.008928571428571428,0.0,0.008928571428571428,0.0
187,225,RH_DefaultA_PFCm_2,NAc-core-lh,DefaultA,Accumbens_core,right,left,-0.008928571428571428,0.004464285714285714,0.013392857142857142,0.3333333333333333
189,197,RH_DefaultB_Temp_1,RH_TempPar_2,DefaultB,TempPar,right,right,0.008928571428571428,0.013392857142857142,0.004464285714285714,3.0
48,143,LH_SalVentAttnB_Ins_1,RH_SalVentAttnA_Ins_1,SalVentAttnB,SalVentAttnA,left,right,0.008928571428571428,0.008928571428571428,0.0,inf
195,204,RH_DefaultC_PHC_1,THA-DP-rh,DefaultC,Thalamus_DP,right,right,0.008928571428571428,0.008928571428571428,0.0,inf
196,197,RH_TempPar_1,RH_TempPar_2,TempPar,TempPar,right,right,0.008928571428571428,0.008928571428571428,0.0,inf
200,220,aHIP-rh,THA-DP-lh,Hippocampus_ant,Thalamus_DP,right,left,0.008928571428571428,0.008928571428571428,0.0,inf
199,211,RH_TempPar_4,aGP-rh,TempPar,Pallidum_ant,right,right,0.008928571428571428,0.008928571428571428,0.0,inf
201,208,pHIP-rh,NAc-shell-rh,Hippocampus_post,Accumbens_shell,right,right,-0.008928571428571428,0.0,0.008928571428571428,0.0
202,208,lAMY-rh,NAc-shell-rh,Amygdala_lat,Accumbens_shell,right,right,-0.008928571428571428,0.0,0.008928571428571428,0.0
202,219,lAMY-rh,mAMY-lh,Amygdala_lat,Amygdala_med,right,left,-0.008928571428571428,0.017857142857142856,0.026785714285714284,0.6666666666666666
201,202,pHIP-rh,lAMY-rh,Hippocampus_post,Amygdala_lat,right,right,0.008928571428571428,0.013392857142857142,0.004464285714285714,3.0
203,217,mAMY-rh,pHIP-lh,Amygdala_med,Hippocampus_post,right,left,0.008928571428571428,0.008928571428571428,0.0,inf
203,218,mAMY-rh,lAMY-lh,Amygdala_med,Amygdala_lat,right,left,0.008928571428571428,0.017857142857142856,0.008928571428571428,2.0
204,219,THA-DP-rh,mAMY-lh,Thalamus_DP,Amygdala_med,right,left,-0.008928571428571428,0.0,0.008928571428571428,0.0
203,227,mAMY-rh,aGP-lh,Amygdala_med,Pallidum_ant,right,left,0.008928571428571428,0.008928571428571428,0.0,inf
205,211,THA-VP-rh,aGP-rh,Thalamus_VP,Pallidum_ant,right,right,-0.008928571428571428,0.004464285714285714,0.013392857142857142,0.3333333333333333
205,222,THA-VP-rh,THA-VA-lh,Thalamus_VP,Thalamus_VA,right,left,-0.008928571428571428,0.004464285714285714,0.013392857142857142,0.3333333333333333
205,227,THA-VP-rh,aGP-lh,Thalamus_VP,Pallidum_ant,right,left,0.008928571428571428,0.013392857142857142,0.004464285714285714,3.0
206,223,THA-VA-rh,THA-DA-lh,Thalamus_VA,Thalamus_DA,right,left,0.008928571428571428,0.013392857142857142,0.004464285714285714,3.0
206,227,THA-VA-rh,aGP-lh,Thalamus_VA,Pallidum_ant,right,left,0.008928571428571428,0.013392857142857142,0.004464285714285714,3.0
207,208,THA-DA-rh,NAc-shell-rh,Thalamus_DA,Accumbens_shell,right,right,0.008928571428571428,0.008928571428571428,0.0,inf
30,55,LH_DorsAttnA_ParOcc_1,LH_LimbicA_TempPole_4,DorsAttnA,LimbicA,left,left,0.008928571428571428,0.008928571428571428,0.0,inf
30,99,LH_DorsAttnA_ParOcc_1,LH_TempPar_2,DorsAttnA,TempPar,left,left,0.008928571428571428,0.008928571428571428,0.0,inf
30,103,LH_DorsAttnA_ParOcc_1,RH_VisCent_ExStr_3,DorsAttnA,VisCent,left,right,-0.008928571428571428,0.004464285714285714,0.013392857142857142,0.3333333333333333
30,143,LH_DorsAttnA_ParOcc_1,RH_SalVentAttnA_Ins_1,DorsAttnA,SalVentAttnA,left,right,-0.008928571428571428,0.0,0.008928571428571428,0.0
30,198,LH_DorsAttnA_ParOcc_1,RH_TempPar_3,DorsAttnA,TempPar,left,right,-0.008928571428571428,0.0,0.008928571428571428,0.0
32,111,LH_DorsAttnA_SPL_2,RH_VisPeri_ExStrSup_3,DorsAttnA,VisPeri,left,right,0.008928571428571428,0.008928571428571428,0.0,inf
33,133,LH_DorsAttnA_SPL_3,RH_DorsAttnA_SPL_2,DorsAttnA,DorsAttnA,left,right,-0.008928571428571428,0.0,0.008928571428571428,0.0
34,59,LH_DorsAttnB_PostC_1,LH_ContA_IPS_3,DorsAttnB,ContA,left,left,0.008928571428571428,0.013392857142857142,0.004464285714285714,3.0
36,211,LH_DorsAttnB_PostC_3,aGP-rh,DorsAttnB,Pallidum_ant,left,right,0.008928571428571428,0.008928571428571428,0.0,inf
37,116,LH_DorsAttnB_PostC_4,RH_SomMotA_5,DorsAttnB,SomMotA,left,right,0.008928571428571428,0.008928571428571428,0.0,inf
38,58,LH_DorsAttnB_FEF_1,LH_ContA_IPS_2,DorsAttnB,ContA,left,left,-0.008928571428571428,0.0,0.008928571428571428,0.0
38,210,LH_DorsAttnB_FEF_1,pGP-rh,DorsAttnB,Pallidum_post,left,right,0.008928571428571428,0.008928571428571428,0.0,inf
39,63,LH_SalVentAttnA_ParOper_1,LH_ContA_PFCl_2,SalVentAttnA,ContA,left,left,0.008928571428571428,0.008928571428571428,0.0,inf
40,142,LH_SalVentAttnA_Ins_1,RH_SalVentAttnA_PrC_1,SalVentAttnA,SalVentAttnA,left,right,-0.008928571428571428,0.0,0.008928571428571428,0.0
207,220,THA-DA-rh,THA-DP-lh,Thalamus_DA,Thalamus_DP,right,left,0.008928571428571428,0.008928571428571428,0.0,inf
208,214,NAc-shell-rh,aCAU-rh,Accumbens_shell,Caudate_ant,right,right,0.008928571428571428,0.008928571428571428,0.0,inf
209,210,NAc-core-rh,pGP-rh,Accumbens_core,Pallidum_post,right,right,0.008928571428571428,0.008928571428571428,0.0,inf
209,226,NAc-core-rh,pGP-lh,Accumbens_core,Pallidum_post,right,left,0.008928571428571428,0.013392857142857142,0.004464285714285714,3.0
209,231,NAc-core-rh,pCAU-lh,Accumbens_core,Caudate_post,right,left,0.008928571428571428,0.008928571428571428,0.0,inf
210,219,pGP-rh,mAMY-lh,Pallidum_post,Amygdala_med,right,left,-0.008928571428571428,0.0,0.008928571428571428,0.0
210,220,pGP-rh,THA-DP-lh,Pallidum_post,Thalamus_DP,right,left,0.008928571428571428,0.026785714285714284,0.017857142857142856,1.5
210,224,pGP-rh,NAc-shell-lh,Pallidum_post,Accumbens_shell,right,left,0.008928571428571428,0.013392857142857142,0.004464285714285714,3.0
221,224,THA-VP-lh,NAc-shell-lh,Thalamus_VP,Accumbens_shell,left,left,-0.008928571428571428,0.0,0.008928571428571428,0.0
8,187,LH_VisPeri_ExStrInf_3,RH_DefaultA_PFCm_2,VisPeri,DefaultA,left,right,0.008928571428571428,0.008928571428571428,0.0,inf
8,97,LH_VisPeri_ExStrInf_3,LH_DefaultC_PHC_1,VisPeri,DefaultC,left,left,-0.008928571428571428,0.0,0.008928571428571428,0.0
222,227,THA-VA-lh,aGP-lh,Thalamus_VA,Pallidum_ant,left,left,0.008928571428571428,0.008928571428571428,0.0,inf
223,226,THA-DA-lh,pGP-lh,Thalamus_DA,Pallidum_post,left,left,-0.008928571428571428,0.004464285714285714,0.013392857142857142,0.3333333333333333
8,10,LH_VisPeri_ExStrInf_3,LH_VisPeri_ExStrSup_1,VisPeri,VisPeri,left,left,-0.008928571428571428,0.0,0.008928571428571428,0.0
6,33,LH_VisPeri_ExStrInf_1,LH_DorsAttnA_SPL_3,VisPeri,DorsAttnA,left,left,0.008928571428571428,0.008928571428571428,0.0,inf
0,211,LH_VisCent_ExStr_2,aGP-rh,VisCent,Pallidum_ant,left,right,0.008928571428571428,0.008928571428571428,0.0,inf
