region_idx,region_name,network,hemisphere,accuracy,error_rate,precision,recall,f1_score,fnr,fpr,n_samples,n_correct,n_errors,n_false_positives
95,LH_DefaultC_IPL_1,DefaultC,left,0.9553571428571429,0.044642857142857095,0.9427312775330396,0.9553571428571429,0.9490022172949002,0.044642857142857144,0.0002512368583797155,224,214,10,13
96,LH_DefaultC_Rsp_1,DefaultC,left,0.9910714285714286,0.008928571428571397,0.9955156950672646,0.9910714285714286,0.9932885906040269,0.008928571428571428,1.932591218305504e-05,224,222,2,1
97,LH_DefaultC_PHC_1,DefaultC,left,0.9508928571428571,0.049107142857142905,0.9815668202764977,0.9508928571428571,0.9659863945578231,0.049107142857142856,7.730364873222017e-05,224,213,11,4
98,LH_TempPar_1,TempPar,left,0.8973214285714286,0.1026785714285714,0.9262672811059908,0.8973214285714286,0.9115646258503401,0.10267857142857142,0.00030921459492888067,224,201,23,16
99,LH_TempPar_2,TempPar,left,0.8482142857142857,0.1517857142857143,0.7916666666666666,0.8482142857142857,0.8189655172413793,0.15178571428571427,0.000966295609152752,224,190,34,50
100,RH_VisCent_ExStr_1,VisCent,right,0.9821428571428571,0.017857142857142905,0.995475113122172,0.9821428571428571,0.9887640449438202,0.017857142857142856,1.932591218305504e-05,224,220,4,1
101,RH_VisCent_ExStr_2,VisCent,right,0.9285714285714286,0.0714285714285714,0.9765258215962441,0.9285714285714286,0.9519450800915331,0.07142857142857142,9.66295609152752e-05,224,208,16,5
102,RH_VisCent_Striate_1,VisCent,right,0.9910714285714286,0.008928571428571397,0.9955156950672646,0.9910714285714286,0.9932885906040269,0.008928571428571428,1.932591218305504e-05,224,222,2,1
103,RH_VisCent_ExStr_3,VisCent,right,0.9330357142857143,0.0669642857142857,0.9631336405529954,0.9330357142857143,0.9478458049886621,0.06696428571428571,0.00015460729746444033,224,209,15,8
104,RH_VisCent_ExStr_4,VisCent,right,0.9732142857142857,0.0267857142857143,1.0,0.9732142857142857,0.9864253393665159,0.026785714285714284,0.0,224,218,6,0
105,RH_VisCent_ExStr_5,VisCent,right,0.9866071428571429,0.013392857142857095,0.9910313901345291,0.9866071428571429,0.9888143176733781,0.013392857142857142,3.865182436611008e-05,224,221,3,2
106,RH_VisPeri_ExStrInf_1,VisPeri,right,0.9866071428571429,0.013392857142857095,0.9910313901345291,0.9866071428571429,0.9888143176733781,0.013392857142857142,3.865182436611008e-05,224,221,3,2
107,RH_VisPeri_ExStrInf_2,VisPeri,right,0.96875,0.03125,0.9819004524886877,0.96875,0.9752808988764045,0.03125,7.730364873222017e-05,224,217,7,4
108,RH_VisPeri_StriCal_1,VisPeri,right,0.9955357142857143,0.004464285714285698,1.0,0.9955357142857143,0.9977628635346756,0.004464285714285714,0.0,224,223,1,0
109,RH_VisPeri_ExStrSup_1,VisPeri,right,0.96875,0.03125,0.9863636363636363,0.96875,0.9774774774774775,0.03125,5.797773654916512e-05,224,217,7,3
110,RH_VisPeri_ExStrSup_2,VisPeri,right,0.9866071428571429,0.013392857142857095,1.0,0.9866071428571429,0.9932584269662922,0.013392857142857142,0.0,224,221,3,0
111,RH_VisPeri_ExStrSup_3,VisPeri,right,0.96875,0.03125,0.9774774774774775,0.96875,0.9730941704035874,0.03125,9.66295609152752e-05,224,217,7,5
112,RH_SomMotA_1,SomMotA,right,0.9508928571428571,0.049107142857142905,0.9770642201834863,0.9508928571428571,0.9638009049773757,0.049107142857142856,9.66295609152752e-05,224,213,11,5
113,RH_SomMotA_2,SomMotA,right,0.9598214285714286,0.0401785714285714,0.9772727272727273,0.9598214285714286,0.9684684684684685,0.04017857142857143,9.66295609152752e-05,224,215,9,5
114,RH_SomMotA_3,SomMotA,right,0.9285714285714286,0.0714285714285714,0.9541284403669725,0.9285714285714286,0.9411764705882353,0.07142857142857142,0.0001932591218305504,224,208,16,10
