region_idx,region_name,network,hemisphere,cv_error_rate,task_error_rate,error_increase,relative_increase_pct
184,RH_DefaultA_PFCd_1,DefaultA,right,0.1071428571428571,0.14500000000000002,0.03785714285714292,35.33333330035563
185,RH_DefaultA_pCunPCC_1,DefaultA,right,0.0,0.04500000000000004,0.04500000000000004,45000000000.00004
186,RH_DefaultA_PFCm_1,DefaultA,right,0.013392857142857095,0.06999999999999995,0.056607142857142856,422.6666635107571
187,RH_DefaultA_PFCm_2,DefaultA,right,0.34375,0.245,-0.09875,-28.727272718915703
188,RH_DefaultA_PFCm_3,DefaultA,right,0.0267857142857143,0.03500000000000003,0.00821428571428573,30.66666655217782
189,RH_DefaultB_Temp_1,DefaultB,right,0.049107142857142905,0.06999999999999995,0.020892857142857046,42.54545445881629
190,RH_DefaultB_AntTemp_1,DefaultB,right,0.0625,0.16500000000000004,0.10250000000000004,163.99999973760006
191,RH_DefaultB_PFCd_1,DefaultB,right,0.0803571428571429,0.040000000000000036,-0.04035714285714287,-50.22222215972345
192,RH_DefaultB_PFCv_1,DefaultB,right,0.03125,0.030000000000000027,-0.0012499999999999734,-3.9999999871999146
193,RH_DefaultC_IPL_1,DefaultC,right,0.0669642857142857,0.11499999999999999,0.04803571428571429,71.7333332262116
194,RH_DefaultC_Rsp_1,DefaultC,right,0.004464285714285698,0.025000000000000022,0.020535714285714324,459.99998969600273
195,RH_DefaultC_PHC_1,DefaultC,right,0.0535714285714286,0.06000000000000005,0.00642857142857145,11.999999977600034
196,RH_TempPar_1,TempPar,right,0.0848214285714286,0.14,0.05517857142857141,65.0526315022537
197,RH_TempPar_2,TempPar,right,0.1071428571428571,0.16500000000000004,0.05785714285714294,53.99999994960011
198,RH_TempPar_3,TempPar,right,0.1071428571428571,0.11499999999999999,0.007857142857142896,7.333333326488929
199,RH_TempPar_4,TempPar,right,0.0892857142857143,0.12,0.030714285714285694,34.39999996147197
200,aHIP-rh,Hippocampus_ant,right,0.0714285714285714,0.16000000000000003,0.08857142857142863,123.99999982640016
201,pHIP-rh,Hippocampus_post,right,0.1651785714285714,0.31999999999999995,0.15482142857142855,93.72972967298526
202,lAMY-rh,Amygdala_lat,right,0.2232142857142857,0.365,0.1417857142857143,63.51999997154305
203,mAMY-rh,Amygdala_med,right,0.1428571428571429,0.19999999999999996,0.05714285714285705,39.99999997199992
204,THA-DP-rh,Thalamus_DP,right,0.21875,0.31999999999999995,0.10124999999999995,46.285714264555075
205,THA-VP-rh,Thalamus_VP,right,0.1517857142857143,0.31999999999999995,0.16821428571428565,110.8235293387515
206,THA-VA-rh,Thalamus_VA,right,0.0714285714285714,0.18000000000000005,0.10857142857142865,151.9999997872002
207,THA-DA-rh,Thalamus_DA,right,0.1116071428571429,0.15500000000000003,0.04339285714285712,38.879999965163485
208,NAc-shell-rh,Accumbens_shell,right,0.1919642857142857,0.31000000000000005,0.11803571428571435,61.48837206099215
209,NAc-core-rh,Accumbens_core,right,0.1205357142857143,0.15500000000000003,0.034464285714285725,28.59259256887134
