true_idx,pred_idx,error_rate,error_type,true_region,pred_region,true_network,pred_network,true_hemisphere,pred_hemisphere
54,218,0.02,cross_network_same_hemi,LH_LimbicA_TempPole_3,lAMY-lh,LimbicA,Amygdala_lat,left,left
54,220,0.015,cross_network_same_hemi,LH_LimbicA_TempPole_3,THA-DP-lh,LimbicA,Thalamus_DP,left,left
54,221,0.005,cross_network_same_hemi,LH_LimbicA_TempPole_3,THA-VP-lh,LimbicA,Thalamus_VP,left,left
54,225,0.005,cross_network_same_hemi,LH_LimbicA_TempPole_3,NAc-core-lh,LimbicA,Accumbens_core,left,left
54,226,0.02,cross_network_same_hemi,LH_LimbicA_TempPole_3,pGP-lh,LimbicA,Pallidum_post,left,left
54,227,0.015,cross_network_same_hemi,LH_LimbicA_TempPole_3,aGP-lh,LimbicA,Pallidum_ant,left,left
55,6,0.005,cross_network_same_hemi,LH_LimbicA_TempPole_4,LH_VisPeri_ExStrInf_1,LimbicA,VisPeri,left,left
55,41,0.01,cross_network_same_hemi,LH_LimbicA_TempPole_4,LH_SalVentAttnA_FrOper_1,LimbicA,SalVentAttnA,left,left
55,50,0.015,cross_network_same_hemi,LH_LimbicA_TempPole_4,LH_LimbicB_OFC_1,LimbicA,LimbicB,left,left
55,52,0.01,within_network,LH_LimbicA_TempPole_4,LH_LimbicA_TempPole_1,LimbicA,LimbicA,left,left
55,53,0.01,within_network,LH_LimbicA_TempPole_4,LH_LimbicA_TempPole_2,LimbicA,LimbicA,left,left
55,63,0.005,cross_network_same_hemi,LH_LimbicA_TempPole_4,LH_ContA_PFCl_2,LimbicA,ContA,left,left
55,83,0.005,cross_network_same_hemi,LH_LimbicA_TempPole_4,LH_DefaultB_Temp_2,LimbicA,DefaultB,left,left
55,92,0.005,cross_network_same_hemi,LH_LimbicA_TempPole_4,LH_DefaultB_PFCv_2,LimbicA,DefaultB,left,left
55,128,0.005,cross_hemi_diff_network,LH_LimbicA_TempPole_4,RH_SomMotB_S2_4,LimbicA,SomMotB,left,right
55,140,0.005,cross_hemi_diff_network,LH_LimbicA_TempPole_4,RH_DorsAttnB_FEF_1,LimbicA,DorsAttnB,left,right
55,143,0.005,cross_hemi_diff_network,LH_LimbicA_TempPole_4,RH_SalVentAttnA_Ins_1,LimbicA,SalVentAttnA,left,right
55,144,0.005,cross_hemi_diff_network,LH_LimbicA_TempPole_4,RH_SalVentAttnA_Ins_2,LimbicA,SalVentAttnA,left,right
55,152,0.005,cross_hemi_diff_network,LH_LimbicA_TempPole_4,RH_SalVentAttnB_PFCl_1,LimbicA,SalVentAttnB,left,right
55,156,0.005,cross_hemi_diff_network,LH_LimbicA_TempPole_4,RH_LimbicB_OFC_1,LimbicA,LimbicB,left,right
55,160,0.02,within_network,LH_LimbicA_TempPole_4,RH_LimbicA_TempPole_1,LimbicA,LimbicA,left,right
55,161,0.005,within_network,LH_LimbicA_TempPole_4,RH_LimbicA_TempPole_2,LimbicA,LimbicA,left,right
55,162,0.005,within_network,LH_LimbicA_TempPole_4,RH_LimbicA_TempPole_3,LimbicA,LimbicA,left,right
55,187,0.01,cross_hemi_diff_network,LH_LimbicA_TempPole_4,RH_DefaultA_PFCm_2,LimbicA,DefaultA,left,right
55,189,0.005,cross_hemi_diff_network,LH_LimbicA_TempPole_4,RH_DefaultB_Temp_1,LimbicA,DefaultB,left,right
55,197,0.01,cross_hemi_diff_network,LH_LimbicA_TempPole_4,RH_TempPar_2,LimbicA,TempPar,left,right
55,198,0.005,cross_hemi_diff_network,LH_LimbicA_TempPole_4,RH_TempPar_3,LimbicA,TempPar,left,right
55,199,0.005,cross_hemi_diff_network,LH_LimbicA_TempPole_4,RH_TempPar_4,LimbicA,TempPar,left,right
55,200,0.005,cross_hemi_diff_network,LH_LimbicA_TempPole_4,aHIP-rh,LimbicA,Hippocampus_ant,left,right
55,201,0.015,cross_hemi_diff_network,LH_LimbicA_TempPole_4,pHIP-rh,LimbicA,Hippocampus_post,left,right
55,202,0.05,cross_hemi_diff_network,LH_LimbicA_TempPole_4,lAMY-rh,LimbicA,Amygdala_lat,left,right
55,204,0.01,cross_hemi_diff_network,LH_LimbicA_TempPole_4,THA-DP-rh,LimbicA,Thalamus_DP,left,right
55,205,0.005,cross_hemi_diff_network,LH_LimbicA_TempPole_4,THA-VP-rh,LimbicA,Thalamus_VP,left,right
55,208,0.015,cross_hemi_diff_network,LH_LimbicA_TempPole_4,NAc-shell-rh,LimbicA,Accumbens_shell,left,right
55,210,0.015,cross_hemi_diff_network,LH_LimbicA_TempPole_4,pGP-rh,LimbicA,Pallidum_post,left,right
55,211,0.01,cross_hemi_diff_network,LH_LimbicA_TempPole_4,aGP-rh,LimbicA,Pallidum_ant,left,right
55,216,0.005,cross_network_same_hemi,LH_LimbicA_TempPole_4,aHIP-lh,LimbicA,Hippocampus_ant,left,left
55,218,0.01,cross_network_same_hemi,LH_LimbicA_TempPole_4,lAMY-lh,LimbicA,Amygdala_lat,left,left
55,219,0.025,cross_network_same_hemi,LH_LimbicA_TempPole_4,mAMY-lh,LimbicA,Amygdala_med,left,left
55,221,0.005,cross_network_same_hemi,LH_LimbicA_TempPole_4,THA-VP-lh,LimbicA,Thalamus_VP,left,left
55,224,0.01,cross_network_same_hemi,LH_LimbicA_TempPole_4,NAc-shell-lh,LimbicA,Accumbens_shell,left,left
55,226,0.005,cross_network_same_hemi,LH_LimbicA_TempPole_4,pGP-lh,LimbicA,Pallidum_post,left,left
55,227,0.005,cross_network_same_hemi,LH_LimbicA_TempPole_4,aGP-lh,LimbicA,Pallidum_ant,left,left
56,8,0.005,cross_network_same_hemi,LH_ContA_Temp_1,LH_VisPeri_ExStrInf_3,ContA,VisPeri,left,left
56,30,0.005,cross_network_same_hemi,LH_ContA_Temp_1,LH_DorsAttnA_ParOcc_1,ContA,DorsAttnA,left,left
56,33,0.005,cross_network_same_hemi,LH_ContA_Temp_1,LH_DorsAttnA_SPL_3,ContA,DorsAttnA,left,left
56,38,0.01,cross_network_same_hemi,LH_ContA_Temp_1,LH_DorsAttnB_FEF_1,ContA,DorsAttnB,left,left
56,59,0.005,within_network,LH_ContA_Temp_1,LH_ContA_IPS_3,ContA,ContA,left,left
56,60,0.005,within_network,LH_ContA_Temp_1,LH_ContA_PFCd_1,ContA,ContA,left,left
56,64,0.005,within_network,LH_ContA_Temp_1,LH_ContA_PFCl_3,ContA,ContA,left,left
56,95,0.005,cross_network_same_hemi,LH_ContA_Temp_1,LH_DefaultC_IPL_1,ContA,DefaultC,left,left
56,99,0.015,cross_network_same_hemi,LH_ContA_Temp_1,LH_TempPar_2,ContA,TempPar,left,left
56,131,0.005,cross_hemi_diff_network,LH_ContA_Temp_1,RH_DorsAttnA_ParOcc_1,ContA,DorsAttnA,left,right
56,132,0.005,cross_hemi_diff_network,LH_ContA_Temp_1,RH_DorsAttnA_SPL_1,ContA,DorsAttnA,left,right
56,138,0.005,cross_hemi_diff_network,LH_ContA_Temp_1,RH_DorsAttnB_PostC_3,ContA,DorsAttnB,left,right
56,139,0.005,cross_hemi_diff_network,LH_ContA_Temp_1,RH_DorsAttnB_PostC_4,ContA,DorsAttnB,left,right
56,140,0.005,cross_hemi_diff_network,LH_ContA_Temp_1,RH_DorsAttnB_FEF_1,ContA,DorsAttnB,left,right
56,141,0.005,cross_hemi_diff_network,LH_ContA_Temp_1,RH_SalVentAttnA_ParOper_1,ContA,SalVentAttnA,left,right
56,143,0.01,cross_hemi_diff_network,LH_ContA_Temp_1,RH_SalVentAttnA_Ins_1,ContA,SalVentAttnA,left,right
56,163,0.005,cross_hemi_diff_network,LH_ContA_Temp_1,RH_LimbicA_TempPole_4,ContA,LimbicA,left,right
56,168,0.005,within_network,LH_ContA_Temp_1,RH_ContA_PFCl_2,ContA,ContA,left,right
56,202,0.005,cross_hemi_diff_network,LH_ContA_Temp_1,lAMY-rh,ContA,Amygdala_lat,left,right
56,204,0.005,cross_hemi_diff_network,LH_ContA_Temp_1,THA-DP-rh,ContA,Thalamus_DP,left,right
56,205,0.005,cross_hemi_diff_network,LH_ContA_Temp_1,THA-VP-rh,ContA,Thalamus_VP,left,right
56,207,0.005,cross_hemi_diff_network,LH_ContA_Temp_1,THA-DA-rh,ContA,Thalamus_DA,left,right
56,210,0.005,cross_hemi_diff_network,LH_ContA_Temp_1,pGP-rh,ContA,Pallidum_post,left,right
56,227,0.005,cross_network_same_hemi,LH_ContA_Temp_1,aGP-lh,ContA,Pallidum_ant,left,left
57,53,0.005,cross_network_same_hemi,LH_ContA_IPS_1,LH_LimbicA_TempPole_2,ContA,LimbicA,left,left
57,64,0.015,within_network,LH_ContA_IPS_1,LH_ContA_PFCl_3,ContA,ContA,left,left
57,66,0.005,cross_network_same_hemi,LH_ContA_IPS_1,LH_ContB_Temp_1,ContA,ContB,left,left
57,99,0.005,cross_network_same_hemi,LH_ContA_IPS_1,LH_TempPar_2,ContA,TempPar,left,left
58,53,0.005,cross_network_same_hemi,LH_ContA_IPS_2,LH_LimbicA_TempPole_2,ContA,LimbicA,left,left
58,56,0.005,within_network,LH_ContA_IPS_2,LH_ContA_Temp_1,ContA,ContA,left,left
58,64,0.01,within_network,LH_ContA_IPS_2,LH_ContA_PFCl_3,ContA,ContA,left,left
58,220,0.005,cross_network_same_hemi,LH_ContA_IPS_2,THA-DP-lh,ContA,Thalamus_DP,left,left
59,28,0.005,cross_network_same_hemi,LH_ContA_IPS_3,LH_DorsAttnA_TempOcc_1,ContA,DorsAttnA,left,left
59,38,0.015,cross_network_same_hemi,LH_ContA_IPS_3,LH_DorsAttnB_FEF_1,ContA,DorsAttnB,left,left
59,53,0.005,cross_network_same_hemi,LH_ContA_IPS_3,LH_LimbicA_TempPole_2,ContA,LimbicA,left,left
59,64,0.01,within_network,LH_ContA_IPS_3,LH_ContA_PFCl_3,ContA,ContA,left,left
59,67,0.005,cross_network_same_hemi,LH_ContA_IPS_3,LH_ContB_IPL_1,ContA,ContB,left,left
59,140,0.005,cross_hemi_diff_network,LH_ContA_IPS_3,RH_DorsAttnB_FEF_1,ContA,DorsAttnB,left,right
60,27,0.005,cross_network_same_hemi,LH_ContA_PFCd_1,LH_SomMotB_Cent_2,ContA,SomMotB,left,left
60,28,0.005,cross_network_same_hemi,LH_ContA_PFCd_1,LH_DorsAttnA_TempOcc_1,ContA,DorsAttnA,left,left
60,30,0.005,cross_network_same_hemi,LH_ContA_PFCd_1,LH_DorsAttnA_ParOcc_1,ContA,DorsAttnA,left,left
60,38,0.005,cross_network_same_hemi,LH_ContA_PFCd_1,LH_DorsAttnB_FEF_1,ContA,DorsAttnB,left,left
60,63,0.005,within_network,LH_ContA_PFCd_1,LH_ContA_PFCl_2,ContA,ContA,left,left
60,64,0.02,within_network,LH_ContA_PFCd_1,LH_ContA_PFCl_3,ContA,ContA,left,left
60,66,0.005,cross_network_same_hemi,LH_ContA_PFCd_1,LH_ContB_Temp_1,ContA,ContB,left,left
60,68,0.005,cross_network_same_hemi,LH_ContA_PFCd_1,LH_ContB_PFCl_1,ContA,ContB,left,left
60,75,0.005,cross_network_same_hemi,LH_ContA_PFCd_1,LH_DefaultA_PFCd_1,ContA,DefaultA,left,left
60,89,0.005,cross_network_same_hemi,LH_ContA_PFCd_1,LH_DefaultB_PFCd_3,ContA,DefaultB,left,left
60,113,0.005,cross_hemi_diff_network,LH_ContA_PFCd_1,RH_SomMotA_2,ContA,SomMotA,left,right
60,148,0.005,cross_hemi_diff_network,LH_ContA_PFCd_1,RH_SalVentAttnA_ParMed_2,ContA,SalVentAttnA,left,right
60,150,0.005,cross_hemi_diff_network,LH_ContA_PFCd_1,RH_SalVentAttnB_IPL_1,ContA,SalVentAttnB,left,right
61,30,0.005,cross_network_same_hemi,LH_ContA_PFClv_1,LH_DorsAttnA_ParOcc_1,ContA,DorsAttnA,left,left
61,38,0.005,cross_network_same_hemi,LH_ContA_PFClv_1,LH_DorsAttnB_FEF_1,ContA,DorsAttnB,left,left
61,46,0.005,cross_network_same_hemi,LH_ContA_PFClv_1,LH_SalVentAttnB_IPL_1,ContA,SalVentAttnB,left,left
61,52,0.005,cross_network_same_hemi,LH_ContA_PFClv_1,LH_LimbicA_TempPole_1,ContA,LimbicA,left,left
61,53,0.015,cross_network_same_hemi,LH_ContA_PFClv_1,LH_LimbicA_TempPole_2,ContA,LimbicA,left,left
61,56,0.02,within_network,LH_ContA_PFClv_1,LH_ContA_Temp_1,ContA,ContA,left,left
61,57,0.005,within_network,LH_ContA_PFClv_1,LH_ContA_IPS_1,ContA,ContA,left,left
61,64,0.015,within_network,LH_ContA_PFClv_1,LH_ContA_PFCl_3,ContA,ContA,left,left
61,67,0.01,cross_network_same_hemi,LH_ContA_PFClv_1,LH_ContB_IPL_1,ContA,ContB,left,left
61,83,0.005,cross_network_same_hemi,LH_ContA_PFClv_1,LH_DefaultB_Temp_2,ContA,DefaultB,left,left
61,89,0.005,cross_network_same_hemi,LH_ContA_PFClv_1,LH_DefaultB_PFCd_3,ContA,DefaultB,left,left
61,92,0.005,cross_network_same_hemi,LH_ContA_PFClv_1,LH_DefaultB_PFCv_2,ContA,DefaultB,left,left
61,99,0.005,cross_network_same_hemi,LH_ContA_PFClv_1,LH_TempPar_2,ContA,TempPar,left,left
61,151,0.005,cross_hemi_diff_network,LH_ContA_PFClv_1,RH_SalVentAttnB_PFClv_1,ContA,SalVentAttnB,left,right
61,168,0.01,within_network,LH_ContA_PFClv_1,RH_ContA_PFCl_2,ContA,ContA,left,right
61,169,0.005,within_network,LH_ContA_PFClv_1,RH_ContA_Cingm_1,ContA,ContA,left,right
61,177,0.005,cross_hemi_diff_network,LH_ContA_PFClv_1,RH_ContB_PFClv_2,ContA,ContB,left,right
61,198,0.005,cross_hemi_diff_network,LH_ContA_PFClv_1,RH_TempPar_3,ContA,TempPar,left,right
61,208,0.005,cross_hemi_diff_network,LH_ContA_PFClv_1,NAc-shell-rh,ContA,Accumbens_shell,left,right
61,210,0.01,cross_hemi_diff_network,LH_ContA_PFClv_1,pGP-rh,ContA,Pallidum_post,left,right
61,211,0.005,cross_hemi_diff_network,LH_ContA_PFClv_1,aGP-rh,ContA,Pallidum_ant,left,right
61,220,0.005,cross_network_same_hemi,LH_ContA_PFClv_1,THA-DP-lh,ContA,Thalamus_DP,left,left
61,227,0.015,cross_network_same_hemi,LH_ContA_PFClv_1,aGP-lh,ContA,Pallidum_ant,left,left
62,8,0.005,cross_network_same_hemi,LH_ContA_PFCl_1,LH_VisPeri_ExStrInf_3,ContA,VisPeri,left,left
62,31,0.005,cross_network_same_hemi,LH_ContA_PFCl_1,LH_DorsAttnA_SPL_1,ContA,DorsAttnA,left,left
62,52,0.005,cross_network_same_hemi,LH_ContA_PFCl_1,LH_LimbicA_TempPole_1,ContA,LimbicA,left,left
62,54,0.005,cross_network_same_hemi,LH_ContA_PFCl_1,LH_LimbicA_TempPole_3,ContA,LimbicA,left,left
62,56,0.01,within_network,LH_ContA_PFCl_1,LH_ContA_Temp_1,ContA,ContA,left,left
62,64,0.005,within_network,LH_ContA_PFCl_1,LH_ContA_PFCl_3,ContA,ContA,left,left
62,66,0.01,cross_network_same_hemi,LH_ContA_PFCl_1,LH_ContB_Temp_1,ContA,ContB,left,left
62,67,0.01,cross_network_same_hemi,LH_ContA_PFCl_1,LH_ContB_IPL_1,ContA,ContB,left,left
62,85,0.005,cross_network_same_hemi,LH_ContA_PFCl_1,LH_DefaultB_Temp_4,ContA,DefaultB,left,left
62,86,0.005,cross_network_same_hemi,LH_ContA_PFCl_1,LH_DefaultB_IPL_1,ContA,DefaultB,left,left
62,157,0.005,cross_hemi_diff_network,LH_ContA_PFCl_1,RH_LimbicB_OFC_2,ContA,LimbicB,left,right
62,210,0.01,cross_hemi_diff_network,LH_ContA_PFCl_1,pGP-rh,ContA,Pallidum_post,left,right
62,217,0.005,cross_network_same_hemi,LH_ContA_PFCl_1,pHIP-lh,ContA,Hippocampus_post,left,left
62,226,0.005,cross_network_same_hemi,LH_ContA_PFCl_1,pGP-lh,ContA,Pallidum_post,left,left
62,227,0.01,cross_network_same_hemi,LH_ContA_PFCl_1,aGP-lh,ContA,Pallidum_ant,left,left
63,13,0.005,cross_network_same_hemi,LH_ContA_PFCl_2,LH_SomMotA_2,ContA,SomMotA,left,left
63,36,0.005,cross_network_same_hemi,LH_ContA_PFCl_2,LH_DorsAttnB_PostC_3,ContA,DorsAttnB,left,left
63,38,0.005,cross_network_same_hemi,LH_ContA_PFCl_2,LH_DorsAttnB_FEF_1,ContA,DorsAttnB,left,left
63,39,0.01,cross_network_same_hemi,LH_ContA_PFCl_2,LH_SalVentAttnA_ParOper_1,ContA,SalVentAttnA,left,left
63,40,0.005,cross_network_same_hemi,LH_ContA_PFCl_2,LH_SalVentAttnA_Ins_1,ContA,SalVentAttnA,left,left
63,41,0.005,cross_network_same_hemi,LH_ContA_PFCl_2,LH_SalVentAttnA_FrOper_1,ContA,SalVentAttnA,left,left
63,42,0.005,cross_network_same_hemi,LH_ContA_PFCl_2,LH_SalVentAttnA_FrOper_2,ContA,SalVentAttnA,left,left
63,46,0.005,cross_network_same_hemi,LH_ContA_PFCl_2,LH_SalVentAttnB_IPL_1,ContA,SalVentAttnB,left,left
63,48,0.005,cross_network_same_hemi,LH_ContA_PFCl_2,LH_SalVentAttnB_Ins_1,ContA,SalVentAttnB,left,left
63,55,0.01,cross_network_same_hemi,LH_ContA_PFCl_2,LH_LimbicA_TempPole_4,ContA,LimbicA,left,left
63,56,0.01,within_network,LH_ContA_PFCl_2,LH_ContA_Temp_1,ContA,ContA,left,left
63,57,0.005,within_network,LH_ContA_PFCl_2,LH_ContA_IPS_1,ContA,ContA,left,left
63,59,0.01,within_network,LH_ContA_PFCl_2,LH_ContA_IPS_3,ContA,ContA,left,left
63,64,0.01,within_network,LH_ContA_PFCl_2,LH_ContA_PFCl_3,ContA,ContA,left,left
63,67,0.005,cross_network_same_hemi,LH_ContA_PFCl_2,LH_ContB_IPL_1,ContA,ContB,left,left
63,69,0.005,cross_network_same_hemi,LH_ContA_PFCl_2,LH_ContB_PFClv_1,ContA,ContB,left,left
63,131,0.01,cross_hemi_diff_network,LH_ContA_PFCl_2,RH_DorsAttnA_ParOcc_1,ContA,DorsAttnA,left,right
63,142,0.005,cross_hemi_diff_network,LH_ContA_PFCl_2,RH_SalVentAttnA_PrC_1,ContA,SalVentAttnA,left,right
63,168,0.005,within_network,LH_ContA_PFCl_2,RH_ContA_PFCl_2,ContA,ContA,left,right
63,199,0.005,cross_hemi_diff_network,LH_ContA_PFCl_2,RH_TempPar_4,ContA,TempPar,left,right
63,202,0.005,cross_hemi_diff_network,LH_ContA_PFCl_2,lAMY-rh,ContA,Amygdala_lat,left,right
63,204,0.005,cross_hemi_diff_network,LH_ContA_PFCl_2,THA-DP-rh,ContA,Thalamus_DP,left,right
63,205,0.005,cross_hemi_diff_network,LH_ContA_PFCl_2,THA-VP-rh,ContA,Thalamus_VP,left,right
63,221,0.01,cross_network_same_hemi,LH_ContA_PFCl_2,THA-VP-lh,ContA,Thalamus_VP,left,left
63,225,0.005,cross_network_same_hemi,LH_ContA_PFCl_2,NAc-core-lh,ContA,Accumbens_core,left,left
63,226,0.005,cross_network_same_hemi,LH_ContA_PFCl_2,pGP-lh,ContA,Pallidum_post,left,left
63,227,0.015,cross_network_same_hemi,LH_ContA_PFCl_2,aGP-lh,ContA,Pallidum_ant,left,left
64,8,0.005,cross_network_same_hemi,LH_ContA_PFCl_3,LH_VisPeri_ExStrInf_3,ContA,VisPeri,left,left
64,24,0.005,cross_network_same_hemi,LH_ContA_PFCl_3,LH_SomMotB_Aud_3,ContA,SomMotB,left,left
64,42,0.005,cross_network_same_hemi,LH_ContA_PFCl_3,LH_SalVentAttnA_FrOper_2,ContA,SalVentAttnA,left,left
64,55,0.005,cross_network_same_hemi,LH_ContA_PFCl_3,LH_LimbicA_TempPole_4,ContA,LimbicA,left,left
64,59,0.005,within_network,LH_ContA_PFCl_3,LH_ContA_IPS_3,ContA,ContA,left,left
64,61,0.005,within_network,LH_ContA_PFCl_3,LH_ContA_PFClv_1,ContA,ContA,left,left
64,63,0.005,within_network,LH_ContA_PFCl_3,LH_ContA_PFCl_2,ContA,ContA,left,left
64,66,0.005,cross_network_same_hemi,LH_ContA_PFCl_3,LH_ContB_Temp_1,ContA,ContB,left,left
64,67,0.005,cross_network_same_hemi,LH_ContA_PFCl_3,LH_ContB_IPL_1,ContA,ContB,left,left
64,83,0.005,cross_network_same_hemi,LH_ContA_PFCl_3,LH_DefaultB_Temp_2,ContA,DefaultB,left,left
64,85,0.005,cross_network_same_hemi,LH_ContA_PFCl_3,LH_DefaultB_Temp_4,ContA,DefaultB,left,left
64,99,0.005,cross_network_same_hemi,LH_ContA_PFCl_3,LH_TempPar_2,ContA,TempPar,left,left
64,150,0.005,cross_hemi_diff_network,LH_ContA_PFCl_3,RH_SalVentAttnB_IPL_1,ContA,SalVentAttnB,left,right
64,164,0.005,within_network,LH_ContA_PFCl_3,RH_ContA_IPS_1,ContA,ContA,left,right
64,167,0.005,within_network,LH_ContA_PFCl_3,RH_ContA_PFCl_1,ContA,ContA,left,right
64,176,0.005,cross_hemi_diff_network,LH_ContA_PFCl_3,RH_ContB_PFClv_1,ContA,ContB,left,right
64,211,0.005,cross_hemi_diff_network,LH_ContA_PFCl_3,aGP-rh,ContA,Pallidum_ant,left,right
65,8,0.005,cross_network_same_hemi,LH_ContA_Cingm_1,LH_VisPeri_ExStrInf_3,ContA,VisPeri,left,left
65,28,0.005,cross_network_same_hemi,LH_ContA_Cingm_1,LH_DorsAttnA_TempOcc_1,ContA,DorsAttnA,left,left
65,52,0.005,cross_network_same_hemi,LH_ContA_Cingm_1,LH_LimbicA_TempPole_1,ContA,LimbicA,left,left
65,53,0.01,cross_network_same_hemi,LH_ContA_Cingm_1,LH_LimbicA_TempPole_2,ContA,LimbicA,left,left
65,55,0.005,cross_network_same_hemi,LH_ContA_Cingm_1,LH_LimbicA_TempPole_4,ContA,LimbicA,left,left
65,56,0.01,within_network,LH_ContA_Cingm_1,LH_ContA_Temp_1,ContA,ContA,left,left
65,59,0.005,within_network,LH_ContA_Cingm_1,LH_ContA_IPS_3,ContA,ContA,left,left
65,64,0.01,within_network,LH_ContA_Cingm_1,LH_ContA_PFCl_3,ContA,ContA,left,left
65,66,0.005,cross_network_same_hemi,LH_ContA_Cingm_1,LH_ContB_Temp_1,ContA,ContB,left,left
65,67,0.005,cross_network_same_hemi,LH_ContA_Cingm_1,LH_ContB_IPL_1,ContA,ContB,left,left
65,72,0.005,cross_network_same_hemi,LH_ContA_Cingm_1,LH_ContC_pCun_2,ContA,ContC,left,left
65,91,0.005,cross_network_same_hemi,LH_ContA_Cingm_1,LH_DefaultB_PFCv_1,ContA,DefaultB,left,left
65,92,0.005,cross_network_same_hemi,LH_ContA_Cingm_1,LH_DefaultB_PFCv_2,ContA,DefaultB,left,left
65,142,0.005,cross_hemi_diff_network,LH_ContA_Cingm_1,RH_SalVentAttnA_PrC_1,ContA,SalVentAttnA,left,right
65,147,0.005,cross_hemi_diff_network,LH_ContA_Cingm_1,RH_SalVentAttnA_ParMed_1,ContA,SalVentAttnA,left,right
65,153,0.01,cross_hemi_diff_network,LH_ContA_Cingm_1,RH_SalVentAttnB_Ins_1,ContA,SalVentAttnB,left,right
65,157,0.005,cross_hemi_diff_network,LH_ContA_Cingm_1,RH_LimbicB_OFC_2,ContA,LimbicB,left,right
65,162,0.005,cross_hemi_diff_network,LH_ContA_Cingm_1,RH_LimbicA_TempPole_3,ContA,LimbicA,left,right
65,168,0.005,within_network,LH_ContA_Cingm_1,RH_ContA_PFCl_2,ContA,ContA,left,right
65,171,0.005,cross_hemi_diff_network,LH_ContA_Cingm_1,RH_ContB_Temp_2,ContA,ContB,left,right
65,177,0.005,cross_hemi_diff_network,LH_ContA_Cingm_1,RH_ContB_PFClv_2,ContA,ContB,left,right
65,184,0.005,cross_hemi_diff_network,LH_ContA_Cingm_1,RH_DefaultA_PFCd_1,ContA,DefaultA,left,right
65,187,0.02,cross_hemi_diff_network,LH_ContA_Cingm_1,RH_DefaultA_PFCm_2,ContA,DefaultA,left,right
65,201,0.005,cross_hemi_diff_network,LH_ContA_Cingm_1,pHIP-rh,ContA,Hippocampus_post,left,right
65,202,0.015,cross_hemi_diff_network,LH_ContA_Cingm_1,lAMY-rh,ContA,Amygdala_lat,left,right
65,203,0.005,cross_hemi_diff_network,LH_ContA_Cingm_1,mAMY-rh,ContA,Amygdala_med,left,right
65,204,0.015,cross_hemi_diff_network,LH_ContA_Cingm_1,THA-DP-rh,ContA,Thalamus_DP,left,right
65,210,0.005,cross_hemi_diff_network,LH_ContA_Cingm_1,pGP-rh,ContA,Pallidum_post,left,right
65,211,0.01,cross_hemi_diff_network,LH_ContA_Cingm_1,aGP-rh,ContA,Pallidum_ant,left,right
65,214,0.005,cross_hemi_diff_network,LH_ContA_Cingm_1,aCAU-rh,ContA,Caudate_ant,left,right
65,227,0.02,cross_network_same_hemi,LH_ContA_Cingm_1,aGP-lh,ContA,Pallidum_ant,left,left
65,230,0.005,cross_network_same_hemi,LH_ContA_Cingm_1,aCAU-lh,ContA,Caudate_ant,left,left
65,231,0.005,cross_network_same_hemi,LH_ContA_Cingm_1,pCAU-lh,ContA,Caudate_post,left,left
66,50,0.005,cross_network_same_hemi,LH_ContB_Temp_1,LH_LimbicB_OFC_1,ContB,LimbicB,left,left
66,51,0.01,cross_network_same_hemi,LH_ContB_Temp_1,LH_LimbicB_OFC_2,ContB,LimbicB,left,left
66,53,0.005,cross_network_same_hemi,LH_ContB_Temp_1,LH_LimbicA_TempPole_2,ContB,LimbicA,left,left
66,56,0.005,cross_network_same_hemi,LH_ContB_Temp_1,LH_ContA_Temp_1,ContB,ContA,left,left
66,68,0.005,within_network,LH_ContB_Temp_1,LH_ContB_PFCl_1,ContB,ContB,left,left
66,86,0.005,cross_network_same_hemi,LH_ContB_Temp_1,LH_DefaultB_IPL_1,ContB,DefaultB,left,left
66,169,0.005,cross_hemi_diff_network,LH_ContB_Temp_1,RH_ContA_Cingm_1,ContB,ContA,left,right
66,202,0.005,cross_hemi_diff_network,LH_ContB_Temp_1,lAMY-rh,ContB,Amygdala_lat,left,right
66,208,0.005,cross_hemi_diff_network,LH_ContB_Temp_1,NAc-shell-rh,ContB,Accumbens_shell,left,right
66,220,0.005,cross_network_same_hemi,LH_ContB_Temp_1,THA-DP-lh,ContB,Thalamus_DP,left,left
67,53,0.005,cross_network_same_hemi,LH_ContB_IPL_1,LH_LimbicA_TempPole_2,ContB,LimbicA,left,left
67,93,0.005,cross_network_same_hemi,LH_ContB_IPL_1,LH_DefaultB_PFCv_3,ContB,DefaultB,left,left
68,88,0.005,cross_network_same_hemi,LH_ContB_PFCl_1,LH_DefaultB_PFCd_2,ContB,DefaultB,left,left
68,91,0.005,cross_network_same_hemi,LH_ContB_PFCl_1,LH_DefaultB_PFCv_1,ContB,DefaultB,left,left
68,176,0.005,within_network,LH_ContB_PFCl_1,RH_ContB_PFClv_1,ContB,ContB,left,right
68,177,0.005,within_network,LH_ContB_PFCl_1,RH_ContB_PFClv_2,ContB,ContB,left,right
68,208,0.005,cross_hemi_diff_network,LH_ContB_PFCl_1,NAc-shell-rh,ContB,Accumbens_shell,left,right
68,227,0.005,cross_network_same_hemi,LH_ContB_PFCl_1,aGP-lh,ContB,Pallidum_ant,left,left
69,0,0.005,cross_network_same_hemi,LH_ContB_PFClv_1,LH_VisCent_ExStr_2,ContB,VisCent,left,left
69,54,0.005,cross_network_same_hemi,LH_ContB_PFClv_1,LH_LimbicA_TempPole_3,ContB,LimbicA,left,left
