region_idx,mean_confidence,std_confidence,mean_conf_correct,mean_conf_incorrect,confidence_gap,region_name,network
131,0.7834344023195737,0.2693327164578142,0.8442007117858169,0.3400654036214282,0.5041353081643887,RH_DorsAttnA_ParOcc_1,DorsAttnA
132,0.8795527265712132,0.18460486313163713,0.9026104897183892,0.43307058563044015,0.46953990408794904,RH_DorsAttnA_SPL_1,DorsAttnA
133,0.8719021065632883,0.1926551052322185,0.8920745797047893,0.3900041370718742,0.5020704426329151,RH_DorsAttnA_SPL_2,DorsAttnA
134,0.8550368709425117,0.20238171110202607,0.8712577927706139,0.5079091438211238,0.36334864894949004,RH_DorsAttnA_SPL_3,DorsAttnA
135,0.8739756688169101,0.18080359075935942,0.8921307849536142,0.44027011666231364,0.45186066829130056,RH_DorsAttnA_SPL_4,DorsAttnA
136,0.8479547083570154,0.2130205039002261,0.874077109375734,0.34213003408546566,0.5319470752902684,RH_DorsAttnB_PostC_1,DorsAttnB
137,0.8479565650166825,0.2307840683274807,0.8856773537912078,0.41626309348600377,0.46941426030520406,RH_DorsAttnB_PostC_2,DorsAttnB
138,0.8925199951389106,0.16808614060926502,0.9067221400816101,0.37650872888748954,0.5302134111941206,RH_DorsAttnB_PostC_3,DorsAttnB
139,0.8818132082693759,0.18007922048800987,0.8986537252062642,0.26994109289576596,0.6287126323104982,RH_DorsAttnB_PostC_4,DorsAttnB
140,0.7927624893046953,0.23988733233984302,0.8290559899755594,0.4011747189085323,0.4278812710670271,RH_DorsAttnB_FEF_1,DorsAttnB
141,0.8828925632526154,0.16419275289153418,0.891892771759169,0.3878810953921714,0.5040116763669976,RH_SalVentAttnA_ParOper_1,SalVentAttnA
142,0.7408672440851782,0.28416995472809264,0.8234476145183769,0.33665806249109975,0.48678955202727714,RH_SalVentAttnA_PrC_1,SalVentAttnA
143,0.6867601610014276,0.29383762097214033,0.7677169636410337,0.2776001044174723,0.4901168592235614,RH_SalVentAttnA_Ins_1,SalVentAttnA
