region_name,network,cv_accuracy,cv_error_rate,task_accuracy,task_error_rate,error_increase,error_increase_pct,data_type,reorganization_rank
LH_SomMotA_1,SomMotA,0.9241071428571428,0.0758928571428572,0.9,0.09999999999999998,0.02410714285714277,31.35160241523442,left,91
LH_LimbicB_OFC_2,LimbicB,0.9017857142857144,0.09821428571428559,0.88,0.12,0.021785714285714408,21.95824334053291,left,92
LH_VisCent_ExStr_4,VisCent,0.9866071428571428,0.013392857142857206,0.965,0.03500000000000003,0.021607142857142825,150.12406947890727,left,93
LH_SomMotA_2,SomMotA,0.9598214285714286,0.0401785714285714,0.94,0.06000000000000005,0.019821428571428656,48.13529921942782,left,94
LH_SomMotA_6,SomMotA,0.9598214285714286,0.0401785714285714,0.94,0.06000000000000005,0.019821428571428656,48.13529921942782,left,95
LH_DorsAttnA_TempOcc_2,DorsAttnA,0.96875,0.03125,0.95,0.050000000000000044,0.018750000000000044,58.13953488372107,left,96
LH_SomMotA_8,SomMotA,0.9508928571428572,0.049107142857142794,0.935,0.06499999999999995,0.015892857142857153,31.71774768353534,left,97
LH_ContC_pCun_2,ContC,0.9553571428571428,0.044642857142857206,0.94,0.06000000000000005,0.015357142857142847,33.646322378716675,left,98
LH_DorsAttnB_PostC_4,DorsAttnB,0.9598214285714286,0.0401785714285714,0.945,0.05500000000000005,0.014821428571428652,35.993061578491115,left,99
LH_DefaultA_PFCm_3,DefaultA,0.96875,0.03125,0.955,0.04500000000000004,0.01375000000000004,42.6356589147288,left,100
LH_DefaultA_IPL_1,DefaultA,0.96875,0.03125,0.955,0.04500000000000004,0.01375000000000004,42.6356589147288,left,101
LH_SomMotA_5,SomMotA,0.9732142857142856,0.026785714285714413,0.96,0.040000000000000036,0.013214285714285623,47.55784061696603,left,102
LH_ContB_Temp_1,ContB,0.90625,0.09375,0.895,0.10499999999999998,0.011249999999999982,11.873350923482832,left,103
LH_DefaultB_PFCd_3,DefaultB,0.9642857142857144,0.03571428571428559,0.96,0.040000000000000036,0.004285714285714448,11.673151750973245,left,104
LH_DorsAttnB_PostC_2,DorsAttnB,0.96875,0.03125,0.965,0.03500000000000003,0.003750000000000031,11.627906976744281,left,105
LH_DefaultB_PFCd_4,DefaultB,0.9330357142857144,0.06696428571428559,0.93,0.06999999999999995,0.0030357142857143637,4.466631634261815,left,106
LH_DefaultB_PFCd_2,DefaultB,0.9732142857142856,0.026785714285714413,0.975,0.025000000000000022,-0.0017857142857143904,-6.426735218509344,left,107
LH_ContB_PFClv_1,ContB,0.9330357142857144,0.06696428571428559,0.935,0.06499999999999995,-0.0019642857142856407,-2.8901734104045214,left,108
LH_ContA_PFCl_3,ContA,0.8660714285714286,0.1339285714285714,0.87,0.13,-0.003928571428571392,-2.9115934356802278,left,109
LH_ContA_IPS_1,ContA,0.9419642857142856,0.05803571428571441,0.95,0.050000000000000044,-0.008035714285714368,-13.611615245009185,left,110
LH_ContB_IPL_1,ContB,0.9419642857142856,0.05803571428571441,0.955,0.04500000000000004,-0.013035714285714373,-22.081064730792598,left,111
LH_SalVentAttnA_ParMed_1,SalVentAttnA,0.9464285714285714,0.0535714285714286,0.965,0.03500000000000003,-0.018571428571428572,-34.03141361256542,left,112
LH_DorsAttnB_PostC_3,DorsAttnB,0.9419642857142856,0.05803571428571441,0.965,0.03500000000000003,-0.02303571428571438,-39.01996370235942,left,113
LH_SomMotA_4,SomMotA,0.9553571428571428,0.044642857142857206,0.985,0.015000000000000013,-0.029642857142857193,-64.94522691705792,left,114
LH_ContA_IPS_2,ContA,0.9419642857142856,0.05803571428571441,0.98,0.020000000000000018,-0.038035714285714395,-64.42831215970966,left,115
LH_LimbicA_TempPole_2,LimbicA,0.7857142857142857,0.2142857142857143,0.83,0.17000000000000004,-0.04428571428571426,-20.57067020570669,left,116
