mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__solver,param_classifier__max_iter,param_classifier__C,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
2982.1635365486145,38.93525418867048,0.44229578971862793,0.11624194683317164,lbfgs,300,0.01,"{'classifier__solver': 'lbfgs', 'classifier__max_iter': 300, 'classifier__C': 0.01}",0.9024137931034483,0.8929310344827586,0.8951537744641193,0.8968328673501086,0.004049295614005106,12,0.9473212219393659,0.9490569312659106,0.949367816091954,0.9485819897657435,0.0009004865269352008
1936.9460221926372,248.33880634652016,0.8675864537556967,0.046777796733228835,lbfgs,300,1.0,"{'classifier__solver': 'lbfgs', 'classifier__max_iter': 300, 'classifier__C': 1.0}",0.9205747126436782,0.9120689655172414,0.9052889095992545,0.9126441959200579,0.006253644867353857,9,0.9990164313816247,0.9993346447581578,0.9995114942528736,0.9992875234642188,0.00020483672177155178
2993.6318582693734,37.71876137239235,0.40260036786397296,0.018208244545138065,lbfgs,100,0.01,"{'classifier__solver': 'lbfgs', 'classifier__max_iter': 100, 'classifier__C': 0.01}",0.9024137931034483,0.8929310344827586,0.8951537744641193,0.8968328673501086,0.004049295614005106,12,0.9473212219393659,0.9490569312659106,0.949367816091954,0.9485819897657435,0.0009004865269352008
1829.6223069826763,95.36750676093813,0.6214843591054281,0.12736701177371243,lbfgs,300,0.3,"{'classifier__solver': 'lbfgs', 'classifier__max_iter': 300, 'classifier__C': 0.3}",0.9240229885057472,0.9156896551724137,0.9097157502329916,0.9164761313037175,0.005867320528553814,3,0.9970492941448739,0.9971939365887525,0.997183908045977,0.9971423795932012,6.594855790825463e-05
416.33711703618366,12.722697108578886,0.748316764831543,0.09087582366239857,lbfgs,100,0.0001,"{'classifier__solver': 'lbfgs', 'classifier__max_iter': 100, 'classifier__C': 0.0001}",0.4403448275862069,0.43528735632183907,0.4411696178937558,0.43893393393393393,0.002600412271625435,17,0.44578801203425134,0.46340546169868085,0.45229885057471264,0.45383077476921496,0.0072734094239658605
2635.898725191752,29.080314181582683,0.7387101650238037,0.10370909161604956,lbfgs,100,0.03,"{'classifier__solver': 'lbfgs', 'classifier__max_iter': 100, 'classifier__C': 0.03}",0.9195402298850575,0.9102298850574713,0.9124534016775396,0.9140745055400229,0.0039700221243597275,6,0.9738486461467253,0.9761918537375608,0.9761206896551724,0.9753870631798195,0.0010882130022629867
1771.7985248565674,66.27272809217315,0.7518939971923828,0.018777888333145153,lbfgs,300,0.1,"{'classifier__solver': 'lbfgs', 'classifier__max_iter': 300, 'classifier__C': 0.1}",0.9260919540229885,0.9157471264367816,0.9148998136067101,0.9189129646888268,0.005088084161581656,1,0.9913503818560518,0.9921314510529969,0.9922701149425287,0.9919173159505258,0.0004048601562455832
1841.2789155642192,93.7200459947208,0.6611351172129313,0.11966859416797664,lbfgs,500,0.3,"{'classifier__solver': 'lbfgs', 'classifier__max_iter': 500, 'classifier__C': 0.3}",0.9240229885057472,0.9156896551724137,0.9097157502329916,0.9164761313037175,0.005867320528553814,3,0.9970492941448739,0.9971939365887525,0.997183908045977,0.9971423795932012,6.594855790825463e-05
2987.784735361735,38.21264179741813,0.3904154300689697,0.046048843252395104,lbfgs,1000,0.01,"{'classifier__solver': 'lbfgs', 'classifier__max_iter': 1000, 'classifier__C': 0.01}",0.9024137931034483,0.8929310344827586,0.8951537744641193,0.8968328673501086,0.004049295614005106,12,0.9473212219393659,0.9490569312659106,0.949367816091954,0.9485819897657435,0.0009004865269352008
2641.58834473292,29.411686553817873,0.5863166650136312,0.11886431779155762,lbfgs,300,0.03,"{'classifier__solver': 'lbfgs', 'classifier__max_iter': 300, 'classifier__C': 0.03}",0.9195402298850575,0.9102298850574713,0.9124534016775396,0.9140745055400229,0.0039700221243597275,6,0.9738486461467253,0.9761918537375608,0.9761206896551724,0.9753870631798195,0.0010882130022629867
